"","CAPTURISTA","OBSERVACIONES","FECHA LISTA","NUM LISTA","HORARIO AUDIENCIA","EXPEDIENTE","ANIO","uno","ESTADO PROCESAL POST-AUDIENCIA","FECHA SIGUIENTE AUDIENCIA","EJECUTORIA","NOTIFICACION","P_ACTOR","P_R.ACTOR","P_DEMANDADO","P_R.DEMANDADO","E_ACTOR","E_R.ACTOR","E_DEMANDADO","E_R.DEMANDADO","TRATAMIENTO QUE LES TOCO","TRATAMIENTO EXTRA","SE LLEVO TRATAMIENTO","SE CONCILIO?","CANTIDAD DE CONVENIO","CUANTO PAGARON HOY?","SE DESISTIÓ?","CANTIDAD DE DESISTIMIENTO","OBSERVACIONES2","id_exp_anio","max_fecha1","max_fecha2","tuvo_tratamiento","c1_se_concilio","c1_fecha_convenio","c1_fecha pago_convenio","c1_faltan_pagos_convenio","c1_cantidad_total_pagada_convenio","c1_convenio_insubsistente","c1_desistimiento","c1_estatus_concluido","c2_se_concilio","c2_fecha_convenio","c2_fecha pago_convenio","c2_faltan_pagos_convenio","c2_cantidad_total_pagada_convenio","c2_convenio_insubsistente","c2_desistimiento","c2_estatus_concluido"
"124","GAMALIEL",,2016-03-03,6,1899-12-31 09:00:00,767,2010,"NSA","3","08/09/2016",0,"1,2",,1,,1,,,,,0,,0,0,,,,,,"767/2010",1,0,0,"0",,,"0","0","0","0","0",,,,,,,,
"125","GAMALIEL",,2016-03-03,7,1899-12-31 09:00:00,1198,2011,"AUD",,,,,,,,,,,,,0,,0,0,,,,,,"1198/2011",0,0,0,,,,,,,,,,,,,,,,
"126","GAMALIEL",,2016-03-03,8,1899-12-31 09:00:00,1605,2011,"O/F",,,,,,,,,,,,,0,,0,0,,,,,,"1605/2011",0,0,0,,,,,,,,,,,,,,,,
"127","GAMALIEL",,2016-03-03,9,1899-12-31 09:00:00,453,2013,"N/T A/G",,,,,,,,,,,,,0,,0,0,,,,,,"453/2013",1,0,0,"0",,,"0","0","0","0","1",,,,,,,,
"128","GAMALIEL",,2016-03-03,10,1899-12-31 09:00:00,953,2013,"N/T A/G",,,,,,,,,,,,,0,,0,0,,,,,,"953/2013",1,0,0,"0",,,"0","0","0","0","1",,,,,,,,
"129","GAMALIEL",,2016-03-03,11,1899-12-31 09:00:00,1951,2013,"SI",".",,0,"2",,1,,1,,,,1,2,,1,0,,,,,,"1951/2013",1,1,1,"0",,,"0","0","0","0","0",,,,,,,,
"130","GAMALIEL",,2016-03-03,12,1899-12-31 09:00:00,610,2014,"AUD","3","08/09/2016",0,"1,2",,1,,,,,,,0,,0,0,,,,,,"610/2014",1,0,0,"0",,,"0","0","0","0","0",,,,,,,,
"131","GAMALIEL",,2016-03-03,13,1899-12-31 09:00:00,18,2015,"O/F",,,,,,,,,,,,,0,,0,0,,,,,,"18/2015",0,0,0,,,,,,,,,,,,,,,,
"132","GAMALIEL",,2016-03-03,14,1899-12-31 09:00:00,417,2015,"SI","8",,0,"4",,1,2,2,,1,,1,1,,1,0,,,,,,"417/2015",0,1,1,"0",,,"0","0","0","0","0",,,,,,,,
"133","GAMALIEL",,2016-03-03,15,1899-12-31 09:30:00,40,2009,"SI","1,2","31/03/2016",0,"4",,1,,1,,1,,1,2,,1,0,,,,,,"40/2009",0,0,1,,,,,,,,,,,,,,,,
"134","GAMALIEL",,2016-03-03,16,1899-12-31 09:30:00,681,2012,"AUD",,,,,,,,,,,,,0,,0,0,,,,,,"681/2012",0,0,0,,,,,,,,,,,,,,,,
"135","GAMALIEL",,2016-03-03,17,1899-12-31 09:30:00,1802,2013,"SI","3","07/03/2016",0,"4",2,1,,1,,1,,1,3,,1,0,,,,,,"1802/2013",0,0,1,,,,,,,,,,,,,,,,
"136","GAMALIEL",,2016-03-03,18,1899-12-31 09:30:00,970,2014,"AUD","3","28/06/2016",0,"1",,1,,1,,,,,0,,0,0,,,,,,"970/2014",0,0,0,,,,,,,,,,,,,,,,
"137","GAMALIEL",,2016-03-03,19,1899-12-31 09:30:00,1786,2014,"SI","3","04/04/2016",0,"4",,1,,1,,1,,,1,,1,0,,,,,,"1786/2014",0,0,1,,,,,,,,,,,,,,,,
"138","GAMALIEL",,2016-03-03,20,1899-12-31 09:30:00,65,2015,"SI","2","03/05/2016",0,"4",,1,,1,,,,,1,,0,0,,,,,,"65/2015",0,1,1,"0",,,"0","0","0","0","0",,,,,,,,
"139","GAMALIEL",,2016-03-03,21,1899-12-31 09:30:00,1376,2008,"N/T SEC","3","08/09/2016",0,"1,2",,1,,1,,,,,0,,0,0,,,,,,"1376/2008",1,0,0,"NO ESTA ESCANEADO",,,,,,,,,,,,,,,
"140","GAMALIEL",,2016-03-03,22,1899-12-31 09:30:00,465,2010,"N/T ACT","1,2","12/05/2016",0,"1",,1,,1,,,,,0,,0,0,,,,,,"465/2010",0,0,0,,,,,,,,,,,,,,,,
"141","GAMALIEL",,2016-03-03,23,1899-12-31 09:30:00,974,2010,"O/F",,,,,,,,,,,,,0,,0,0,,,,,,"974/2010",0,0,0,,,,,,,,,,,,,,,,
"142","GAMALIEL",,2016-03-03,24,1899-12-31 09:30:00,784,2012,"FED","1,2","04/07/2016",0,"1,2",,1,,1,,,,,0,,0,0,,,,,,"784/2012",1,0,0,"0",,,"0","0","0","0","0",,,,,,,,
"143","GAMALIEL",,2016-03-03,25,1899-12-31 09:30:00,1986,2013,"N/T ACT","1","05/07/2016",0,"4",,1,,1,,,,,0,,0,0,,,,,,"1986/2013",1,0,0,"0",,,"0","0","0","0","0",,,,,,,,
"144","GAMALIEL",,2016-03-03,26,1899-12-31 09:30:00,517,2014,"SI",".",,0,"2",,,,,,,,,2,,0,0,,,,,,"517/2014",1,1,1,"0",,,"0","0","0","0","0",,,,,,,,
"145","GAMALIEL",,2016-03-03,27,1899-12-31 09:30:00,1071,2014,"N/T","3","17/08/2016",0,"1,2",,1,,1,,,,,0,,0,0,,,,,,"1071/2014",1,0,0,"0",,,"0","0","0","0","0",,,,,,,,
"146","GAMALIEL",,2016-03-03,28,1899-12-31 09:30:00,1640,2014,"SI","3","12/09/2016",0,"2",,1,,1,,,,,3,,0,0,,,,,,"1640/2014",1,1,1,"0",,,"0","0","0","0","0",,,,,,,,
"147","GAMALIEL",,2016-03-03,29,1899-12-31 09:30:00,1943,2014,"N/T","1","04/07/2016",0,"4",,1,,2,,,,,0,,0,0,,,,,,"1943/2014",1,0,0,"NO ESTA ESCANEADO",,,,,,,"1",,,,,,,,
"148","GAMALIEL",,2016-03-03,30,1899-12-31 09:30:00,782,2015,"SI","3","18/08/2016",0,"1",,1,,1,,1,,,2,,1,0,,,,,,"782/2015",1,1,1,"0",,,"0","0","0","1","1",,,,,,,,
"149","GAMALIEL",,2016-03-03,31,1899-12-31 09:30:00,1327,2015,"N/T",,,,,,,,,,,,,0,,0,0,,,,,,"1327/2015",1,0,0,"0",,,"0","0","0","0","1",,,,,,,,
"150","GAMALIEL",,2016-03-03,32,1899-12-31 09:30:00,1415,2015,"SI","5","17/03/2016",0,"4",,1,,1,,1,,1,1,,1,1,5000,,,,,"1415/2015",1,1,1,"0",,,"0","0","0","0","0",,,,,,,,
"151","GAMALIEL",,2016-03-03,33,1899-12-31 10:30:00,1168,2006,"N/T","7","13/07/2016",0,"2",,,,2,,,,,0,,0,0,,,,,,"1168/2006",1,0,0,"0",,,"0","0","0","0","0",,,,,,,,
"152","GAMALIEL",,2016-03-03,34,1899-12-31 10:30:00,1828,2014,"SI","7","18/05/2016",0,"1",,,,3,,,,1,3,,1,0,,,,,,"1828/2014",0,1,1,"1","18/10/2016","18/10/2016","0","53000","0","0","1",,,,,,,,
"153","GAMALIEL",,2016-03-03,35,1899-12-31 10:30:00,575,2015,"SI","3","18/08/2016",0,"1",,1,,1,,1,,,1,,1,0,,,,,,"575/2015",1,1,1,"0",,,"0","0","0","0","0",,,,,,,,
"154","GAMALIEL",,2016-03-03,36,1899-12-31 10:30:00,1869,2015,"FED","1","25/05/2016",0,"1",,1,,,,,,,0,,0,0,,,,,,"1869/2015",0,0,0,,,,,,,,,,,,,,,,
"155","GAMALIEL",,2016-03-03,37,1899-12-31 11:00:00,1637,2010,"FE EXH","1,2","12/07/2016",0,"2",,1,,,,,,,0,,0,0,,,,,,"1637/2010",1,0,0,"0",,,"0","0","0","0","0",,,,,,,,
"156","GAMALIEL",,2016-03-03,38,1899-12-31 11:00:00,1691,2010,"FE EXH","1","05/07/2016",0,"4",,1,,1,,,,,0,,0,0,,,,,,"1691/2010",1,0,0,"0",,,"0","0","0","0","0",,,,,,,,
"157","GAMALIEL",,2016-03-03,39,1899-12-31 11:00:00,919,2013,"N/T ACT",".",,0,"2",,,,,,,,,0,,0,0,,,,,,"919/2013",1,0,0,,,,,,,,,,,,,,,,
"158","GAMALIEL",,2016-03-03,40,1899-12-31 11:00:00,1657,2013,"FE EXH","1","13/06/2016",0,"4",,,,,,,,,0,,0,0,,,,,,"1657/2013",0,0,0,,,,,,,,,,,,,,,,
"159","GAMALIEL",,2016-03-03,41,1899-12-31 11:00:00,1001,2014,"SI","3","06/07/2016",0,"1",,1,,1,,,,,3,,0,0,,,,,,"1001/2014",0,0,1,,,,,,,,,,,,,,,,
"160","GAMALIEL",,2016-03-03,42,1899-12-31 11:00:00,1223,2014,"SI","2","24/08/2016",0,"2",,1,,1,,,,,1,,0,0,,,,,,"1223/2014",1,1,1,"0",,,"0","0","0","0","0",,,,,,,,
"161","GAMALIEL",,2016-03-03,43,1899-12-31 11:00:00,1997,2014,"SI","2","10/08/2016",0,"4",,1,,2,,1,,,3,,1,0,,,,,,"1997/2014",1,1,1,"0",,,"0","0","0","0","0",,,,,,,,
"162","GAMALIEL",,2016-03-03,44,1899-12-31 11:00:00,616,2015,"SI","1","13/07/2016",0,"2",,1,,1,,1,,1,2,,1,0,,,,,,"616/2015",1,1,1,"0",,,"0","0","0","0","0",,,,,,,,
"163","GAMALIEL",,2016-03-03,45,1899-12-31 11:00:00,641,2015,"FED","1","04/07/2016",0,"1",,1,,1,,,,,0,,0,0,,,,,,"641/2015",1,0,0,,,,,,,,,,,,,,,,
"164","GAMALIEL",,2016-03-03,46,1899-12-31 11:00:00,654,2015,"SI","2","23/08/2016",0,"2",,,,2,,,,1,2,,1,0,,,,,,"654/2015",1,1,1,"0",,,"0","0","0","0","0",,,,,,,,
"165","GAMALIEL",,2016-03-03,47,1899-12-31 11:00:00,1404,2015,"N/T N/G",,,,,,,,,,,,,0,,0,0,,,,,,"1404/2015",1,0,0,,,,,,,,,,,,,,,,
"166","GAMALIEL",,2016-03-03,48,1899-12-31 11:00:00,1413,2015,"SI","2","23/08/2016",0,"2",1,1,,,1,1,,,1,,1,0,,,,,,"1413/2015",1,1,1,"0",,,"0","0","0","0","0",,,,,,,,
"167","GAMALIEL",,2016-03-03,49,1899-12-31 11:30:00,131,2014,"SI","1","22/04/2016",0,"4",,1,,1,,1,,,1,,1,0,,,,,,"131/2014",1,1,1,"0",,,"0","0","0","0","0",,,,,,,,
"168","GAMALIEL",,2016-03-03,50,1899-12-31 11:30:00,778,2015,"N/T",,,,,,,,,,,,,0,,0,0,,,,,,"778/2015",1,0,0,,,,,,,,,,,,,,,,
"169","GAMALIEL",,2016-03-03,51,1899-12-31 11:30:00,1508,2015,"SI","1","01/04/2016",0,"1",,1,,1,,,,,3,,0,0,,,,,,"1508/2015",0,0,1,,,,,,,,,,,,,,,,
"170","GAMALIEL",,2016-03-03,52,1899-12-31 11:30:00,1040,2003,"EXH","1,2","14/07/2016",0,"3",,1,,1,,,,,0,,0,0,,,,,,"1040/2003",1,0,0,,,,,,,,,,,,,,,,
"171","GAMALIEL",,2016-03-03,53,1899-12-31 12:00:00,1533,2012,"SI","7",,0,"2",,1,,,,1,,,1,,1,0,,,,,,"1533/2012",1,1,1,"0",,,"0","0","0","0","0",,,,,,,,
"172","GAMALIEL",,2016-03-03,54,1899-12-31 12:00:00,1298,2013,"FE EXH","1","13/07/2016",0,"2,3",,,,,,,,,0,,0,0,,,,,,"1298/2013",1,0,0,,,,,,,,,,,,,,,,
"173","GAMALIEL",,2016-03-03,55,1899-12-31 12:00:00,566,2014,"FED","1","12/07/2016",0,"1",,1,,,,,,,0,,0,0,,,,,,"566/2014",1,0,0,,,,,,,,,,,,,,,,
"174","GAMALIEL",,2016-03-03,56,1899-12-31 12:00:00,578,2014,"N/T N/G",,,,,,,,,,,,,0,,0,0,,,,,,"578/2014",1,0,0,,,,,,,,,,,,,,,,
"175","GAMALIEL",,2016-03-03,57,1899-12-31 12:00:00,1156,2014,"O/F",,,,,,,,,,,,,0,,0,0,,,,,,"1156/2014",0,0,0,,,,,,,,,,,,,,,,
"176","GAMALIEL",,2016-03-03,58,1899-12-31 12:00:00,1444,2014,"FED","1","27/06/2016",0,"4",,1,,,,,,,0,,0,0,,,,,,"1444/2014",1,0,0,,,,,,,,,,,,,,,,
"177","GAMALIEL",,2016-03-03,59,1899-12-31 12:00:00,446,2015,"FED","1","07/07/2016",0,"1",,1,,,,,,,0,,0,0,,,,,,"446/2015",1,0,0,,,,,,,,,,,,,,,,
"178","GAMALIEL",,2016-03-03,60,1899-12-31 12:00:00,655,2015,"FED","1","26/05/2016",0,"4",,1,,1,,,,,0,,0,0,,,,,,"655/2015",0,0,0,,,,,,,,,,,,,,,,
"179","GAMALIEL",,2016-03-03,61,1899-12-31 12:00:00,1425,2015,"SI","1","30/06/2016",0,"2",,1,,2,,,,,2,,0,0,,,,,,"1425/2015",1,1,1,"0",,,"0","0","0","0","0",,,,,,,,
"180","GAMALIEL",,2016-03-03,62,1899-12-31 12:00:00,1443,2015,"FED","1","27/06/2016",0,"1",1,1,,,,,,,0,,0,0,,,,,,"1443/2015",1,0,0,,,,,,,,,,,,,,,,
"181","GAMALIEL",,2016-03-04,1,1899-12-31 09:00:00,1720,2011,"ACT",,,,,,,,,,,,,0,,0,0,,,,,,"1720/2011",0,0,0,,,,,,,,,,,,,,,,
"182","GAMALIEL",,2016-03-04,2,1899-12-31 09:00:00,2168,2015,"FED","1","11/07/2016",0,"1",,1,,,,,,,0,,0,0,,,,,,"2168/2015",1,0,0,,,,,,,,,,,,,,,,
"183","GAMALIEL",,2016-03-04,3,1899-12-31 09:00:00,2170,2015,"SI","1","12/07/2016",0,"4",,1,,3,,,,,0,,0,0,,,,,,"2170/2015",1,0,0,,,,,,,,,,,,,,,,
"184","GAMALIEL",,2016-03-04,4,1899-12-31 09:00:00,2171,2015,"N/T",,,,,,,,,,,,,0,,0,0,,,,,,"2171/2015",1,0,0,,,,,,,,,,,,,,,,
"185","GAMALIEL",,2016-03-04,5,1899-12-31 09:00:00,2172,2015,"SI","5","28/03/2016",0,"4",,1,,1,,,,,0,,0,1,40000,,,,,"2172/2015",1,0,0,,,,,,,,,,,,,,,,
"186","GAMALIEL",,2016-03-04,6,1899-12-31 09:00:00,2175,2105,"FED","1","04/07/2016",0,"1,2",,1,,,,,,,0,,0,0,,,,,,"2175/2105",1,0,0,,,,,,,,,,,,,,,,
"187","GAMALIEL",,2016-03-04,7,1899-12-31 09:00:00,2176,2015,"SI","5","22/04/2016",0,"2",,1,,1,,1,,1,2,,1,1,15000,,,,,"2176/2015",1,1,1,"1","04/03/2016","24/03/2016","0","15000","0","0","1",,,,,,,,
"188","GAMALIEL",,2016-03-04,8,1899-12-31 09:00:00,2177,2015,"FED","1","11/06/2016",0,"1,2",,1,,,,,,,0,,0,0,,,,,,"2177/2015",1,0,0,,,,,,,,,,,,,,,,
"189","GAMALIEL",,2016-03-04,9,1899-12-31 09:00:00,2179,2015,"FED",".",,0,"2",,,,,,,,,0,,0,0,,,,,,"2179/2015",1,0,0,,,,,,,,,,,,,,,,
"190","GAMALIEL",,2016-03-04,10,1899-12-31 09:30:00,2173,2015,"FED","1","05/07/2016",0,"1",,1,,,,,,,0,,0,0,,,,,,"2173/2015",1,0,0,,,,,,,,,,,,,,,,
"191","GAMALIEL",,2016-03-04,11,1899-12-31 09:30:00,2174,2015,"FED","1","22/06/2016",0,"1",,1,,,,,,,0,,0,0,,,,,,"2174/2015",1,0,0,,,,,,,,,,,,,,,,
"192","GAMALIEL",,2016-03-04,12,1899-12-31 09:30:00,2181,2015,"FED","1","23/06/2016",0,"1",,1,,,,,,,0,,0,0,,,,,,"2181/2015",1,0,0,,,,,,,,,,,,,,,,
"193","GAMALIEL",,2016-03-04,13,1899-12-31 09:30:00,2182,2015,"SI","1","06/07/2016",0,"4",,1,,2,1,,,,2,,1,0,,,,,,"2182/2015",1,1,1,"0",,,"0","0","0","0","0",,,,,,,,
"194","GAMALIEL",,2016-03-04,14,1899-12-31 10:00:00,171,2015,"FED","1","01/04/2016",0,"1",,1,,,,,,,0,,0,0,,,,,,"171/2015",0,0,0,,,,,,,,,,,,,,,,
"195","GAMALIEL",,2016-03-04,15,1899-12-31 10:00:00,1197,2015,"FED","1","31/05/2016",0,"4",,2,,1,,,,,0,,0,0,,,,,,"1197/2015",1,0,0,,,,,,,,,,,,,,,,
"196","GAMALIEL",,2016-03-04,16,1899-12-31 10:00:00,2164,2015,"FED","1","04/07/2016",0,"1",,1,,,,,,,0,,0,0,,,,,,"2164/2015",1,0,0,,,,,,,,,,,,,,,,
"197","GAMALIEL",,2016-03-04,17,1899-12-31 10:00:00,2180,2015,"FED","1","12/07/2016",0,"2",,1,,1,,,,,0,,0,0,,,,,,"2180/2015",1,0,0,,,,,,,,,,,,,,,,
"198","GAMALIEL",,2016-03-04,18,1899-12-31 10:00:00,2183,2015,"FED","1","04/07/2016",0,"1",,1,,,,,,,0,,0,0,,,,,,"2183/2015",1,0,0,,,,,,,,,,,,,,,,
"199","GAMALIEL",,2016-03-04,19,1899-12-31 10:00:00,2185,2015,"SI","2","22/08/2016",0,"4",,1,,1,,1,,,2,,1,0,,,,,,"2185/2015",1,1,1,"0",,,"0","0","0","0","0",,,,,,,,
"200","GAMALIEL",,2016-03-04,20,1899-12-31 10:00:00,2186,2015,"SI","2","22/08/2016",0,"4",,1,,1,1,,,,1,,1,0,,,,,,"2186/2015",1,1,1,"0",,,"0","0","0","0","0",,,,,,,,
"201","GAMALIEL",,2016-03-04,21,1899-12-31 10:00:00,2187,2015,"SI","2","23/08/2016",0,"4",,1,,1,1,,,,3,,1,0,,,,,,"2187/2015",1,1,1,"0",,,"0","0","0","0","0",,,,,,,,
"202","GAMALIEL",,2016-03-04,22,1899-12-31 10:00:00,2190,2015,"FED","1","11/07/2016",0,"1",,1,,,,,,,0,,0,0,,,,,,"2190/2015",1,0,0,,,,,,,,,,,,,,,,
"203","GAMALIEL",,2016-03-04,23,1899-12-31 10:00:00,2191,2015,"FED","1","04/07/2016",0,"1",,1,,,,,,,0,,0,0,,,,,,"2191/2015",1,0,0,,,,,,,,,,,,,,,,
"204","GAMALIEL",,2016-03-04,24,1899-12-31 10:30:00,2192,2015,"FED","1","23/06/2016",0,"4",,1,,1,,,,,0,,0,0,,,,,,"2192/2015",0,0,0,,,,,,,,,,,,,,,,
"205","GAMALIEL",,2016-03-04,25,1899-12-31 10:30:00,1,2016,"FED","1","04/07/2016",0,"1",,1,,,,,,,0,,0,0,,,,,,"1/2016",1,0,0,,,,,,,,,,,,,,,,
"206","GAMALIEL",,2016-03-04,26,1899-12-31 10:30:00,2,2016,"FED","1","30/06/2016",0,"1",,1,,,,,,,0,,0,0,,,,,,"2/2016",1,0,0,,,,,,,,,,,,,,,,
"207","GAMALIEL",,2016-03-04,27,1899-12-31 10:30:00,11,2016,"SI","1","04/07/2016",0,"3",,1,,1,1,,,1,3,,1,0,,,,,,"11/2016",1,1,1,"0",,,"0","0","0","0","0",,,,,,,,
"208","GAMALIEL",,2016-03-04,28,1899-12-31 11:00:00,2163,2015,"FED","1","06/07/2016",0,"1",,1,,1,,,,,0,,0,0,,,,,,"2163/2015",1,0,0,,,,,,,,,,,,,,,,
"209","GAMALIEL",,2016-03-04,29,1899-12-31 11:00:00,2165,2015,"FED","1","01/06/2016",0,"1",,1,,,,,,,0,,0,0,,,,,,"2165/2015",1,0,0,,,,,,,,,,,,,,,,
"210","GAMALIEL",,2016-03-04,30,1899-12-31 11:00:00,2167,2015,"FED","1","23/06/2016",0,"1",,1,,,,,,,0,,0,0,,,,,,"2167/2015",0,0,0,,,,,,,,,,,,,,,,
"211","GAMALIEL",,2016-03-04,31,1899-12-31 11:00:00,2169,2015,"FED","1,2","14/07/2016",0,"1,2",,1,,2,,,,,0,,0,0,,,,,,"2169/2015",1,0,0,,,,,,,,,,,,,,,,
"212","GAMALIEL",,2016-03-04,32,1899-12-31 11:00:00,2189,2015,"FED","1","11/07/2016",0,"1",,1,,,,,,,0,,0,0,,,,,,"2189/2015",1,0,0,,,,,,,,,,,,,,,,
"213","GAMALIEL",,2016-03-04,33,1899-12-31 11:00:00,3,2016,"FED","1","05/07/2016",0,"1",,1,,,,,,,0,,0,0,,,,,,"3/2016",0,0,0,,,,,,,,,,,,,,,,
"214","GAMALIEL",,2016-03-04,34,1899-12-31 11:00:00,9,2016,"N/T","1","11/06/2016",0,"1,2",,1,,,,,,,0,,0,0,,,,,,"9/2016",1,0,0,,,,,,,,,,,,,,,,
"215","GAMALIEL",,2016-03-04,35,1899-12-31 11:00:00,15,2016,"FED","1","05/07/2016",0,"1",,1,,,,,,,0,,0,0,,,,,,"15/2016",1,0,0,,,,,,,,,,,,,,,,
"216","GAMALIEL",,2016-03-04,36,1899-12-31 11:30:00,4,2016,"N/T",,,,,,,,,,,,,0,,0,0,,,,,,"4/2016",1,0,0,,,,,,,,,,,,,,,,
"217","GAMALIEL",,2016-03-04,37,1899-12-31 11:30:00,6,2016,"FED","1","12/07/2016",0,"1",,1,,1,,,,,0,,0,0,,,,,,"6/2016",1,0,0,,,,,,,,,,,,,,,,
"218","GAMALIEL",,2016-03-04,38,1899-12-31 11:30:00,10,2016,"FED",".",,0,"2",,,,,,,,,0,,0,0,,,,,,"10/2016",1,0,0,,,,,,,,,,,,,,,,
"219","GAMALIEL",,2016-03-04,39,1899-12-31 11:30:00,14,2016,"FED",".",,0,"2",,,,,,,,,0,,0,0,,,,,,"14/2016",1,0,0,,,,,,,,,,,,,,,,
"220","GAMALIEL",,2016-03-04,40,1899-12-31 12:00:00,1702,2015,"FED","1","29/03/2016",0,"1",,,,,,,,,0,,0,0,,,,,,"1702/2015",0,0,0,,,,,,,,,,,,,,,,
"221","GAMALIEL",,2016-03-04,41,1899-12-31 12:00:00,5,2016,"SI","1","09/05/2016",0,"4",,1,,1,,1,,,1,,1,0,,,,,,"5/2016",0,0,1,,,,,,,,,,,,,,,,
"222","GAMALIEL",,2016-03-04,42,1899-12-31 12:00:00,7,2016,"SI","1","12/07/2016",0,"4",,1,,1,,,,1,3,,1,0,,,,,,"7/2016",0,1,1,"0",,,"0","0","0","0","0",,,,,,,,
"223","GAMALIEL",,2016-03-04,43,1899-12-31 12:00:00,13,2016,"FED","1","05/07/2016",0,"1",,1,,1,,,,,0,,0,0,,,,,,"13/2016",1,0,0,,,,,,,,,,,,,,,,
"224","GAMALIEL",,2016-03-04,44,1899-12-31 12:00:00,16,2016,"FED","1","12/07/2016",0,"1,2",,,,,,,,,0,,0,0,,,,,,"16/2016",1,0,0,,,,,,,,,,,,,,,,
"225","GAMALIEL",,2016-03-04,45,1899-12-31 12:00:00,22,2016,"FED","1","05/07/2016",0,"4",,1,,1,,,,,0,,0,0,,,,,,"22/2016",1,0,0,,,,,,,,,,,,,,,,
"226","MIGUEL",,2016-03-07,1,1899-12-31 09:00:00,1484,2007,"SI","2","24/03/2016",0,"2",,1,,1,,,,,0,,0,0,,,,,,"1484/2007",0,0,0,,,,,,,,,,,,,,,,
"227","MIGUEL",,2016-03-07,2,1899-12-31 09:00:00,716,2012,"SI","3","20/09/2016",0,"1,2",,1,,1,,,,1,3,,1,0,,,,,,"716/2012",0,1,1,"0",,,"0","0","0","0","0",,,,,,,,
"228","MIGUEL",,2016-03-07,3,1899-12-31 09:00:00,1464,2012,"SI","3","24/08/2016",0,"1,2",1,1,,1,1,,,,1,,1,0,,,,,,"1464/2012",1,1,1,"0",,,"0","0","0","0","0",,,,,,,,
"229","MIGUEL",,2016-03-07,4,1899-12-31 09:00:00,302,2014,"N/T","3","24/08/2016",0,"1,2",,,,1,,,,,0,,0,0,,,,,,"302/2014",0,0,0,,,,,,,,,,,,,,,,
"230","MIGUEL",,2016-03-07,5,1899-12-31 09:00:00,361,2014,"SI","8",,0,"2",,,,,,,,,0,,0,0,,,,,,"361/2014",1,0,0,,,,,,,,,,,,,,,,
"231","MIGUEL",,2016-03-07,6,1899-12-31 09:00:00,530,2014,"NSA",".",,2,"0",,,,2,,,,,0,,0,0,,,,,,"530/2014",1,0,0,,,,,,,,,,,,,,,,
"232","MIGUEL",,2016-03-07,7,1899-12-31 09:00:00,761,2014,"N/T",,,,,,,,,,,,,0,,0,0,,,,,,"761/2014",1,0,0,,,,,,,,,,,,,,,,
"233","MIGUEL",,2016-03-07,8,1899-12-31 09:00:00,933,2014,"SI","3","29/08/2016",0,"4",,1,,1,,,,,0,,0,0,,,,,,"933/2014",1,0,0,,,,,,,,,,,,,,,,
"234","MIGUEL",,2016-03-07,9,1899-12-31 09:00:00,1239,2014,"SI","3","08/03/2016",0,"2",1,1,,1,1,,,1,2,,1,0,,,,,,"1239/2014",0,1,1,"1","13/07/2016","09/08/2016","1","NA","1","0","0",,,,,,,,
"235","MIGUEL",,2016-03-07,10,1899-12-31 09:00:00,1691,2014,"N/T",,,,,,,,,,,,,0,,0,0,,,,,,"1691/2014",0,0,0,,,,,,,,,,,,,,,,
"236","MIGUEL",,2016-03-07,11,1899-12-31 09:00:00,1707,2014,"N/T A/G",,,,,,,,,,,,,0,,0,0,,,,,,"1707/2014",0,0,0,,,,,,,,,,,,,,,,
"237","MIGUEL",,2016-03-07,12,1899-12-31 09:00:00,109,2015,"SI","3","11/04/2016",0,"4",,1,,1,,,,,0,,0,0,,,,,,"109/2015",0,0,0,,,,,,,,,,,,,,,,
"238","MIGUEL",,2016-03-07,13,1899-12-31 09:00:00,417,2015,"O/F",,,,,,,,,,,,,0,,0,0,,,,,,"417/2015",0,0,0,,,,,,,,,,,,,,,,
"239","MIGUEL",,2016-03-07,14,1899-12-31 09:30:00,1802,2013,"AUD","3","28/03/2016",0,"4",1,2,,2,,,,,0,,0,0,,,,,,"1802/2013",0,0,0,,,,,,,,,,,,,,,,
"240","MIGUEL",,2016-03-07,15,1899-12-31 09:30:00,1786,2014,"AUD","3","21/04/2016",0,"4",,1,,1,,,,,0,,0,0,,,,,,"1786/2014",0,0,0,,,,,,,,,,,,,,,,
"241","MIGUEL",,2016-03-07,16,1899-12-31 09:30:00,1281,2015,"NSD","3","18/04/2016",0,"1",,1,,,,,,,0,,0,0,,,,,,"1281/2015",0,0,0,,,,,,,,,,,,,,,,
"242","MIGUEL",,2016-03-07,17,1899-12-31 09:30:00,1816,2015,"NSD","2","21/04/2016",0,"1",,1,,1,,,,,0,,0,0,,,,,,"1816/2015",0,0,0,,,,,,,,,,,,,,,,
"243","MIGUEL",,2016-03-07,18,1899-12-31 10:00:00,38,2009,"SI","2","24/08/2016",0,"2",,1,,1,,,,1,3,,1,0,,,,,,"38/2009",1,1,1,"0",,,"0","0","0","0","0",,,,,,,,
"244","MIGUEL",,2016-03-07,19,1899-12-31 10:00:00,1504,2009,"FED","1,2","07/07/2016",0,"1",,1,,,,,,,0,,0,0,,,,,,"1504/2009",1,0,0,,,,,,,,,,,,,,,,
"245","MIGUEL",,2016-03-07,20,1899-12-31 10:00:00,738,2010,"SI","2","14/07/2016",0,"1,2",,1,,2,,1,,,3,,1,0,,,,,,"738/2010",1,1,1,"0",,,"0","0","0","0","0",,,,,,,,
