"","CAPTURISTA","OBSERVACIONES","FECHA LISTA","NUM LISTA","HORARIO AUDIENCIA","EXPEDIENTE","ANIO","uno","ESTADO PROCESAL POST-AUDIENCIA","FECHA SIGUIENTE AUDIENCIA","EJECUTORIA","NOTIFICACION","P_ACTOR","P_R.ACTOR","P_DEMANDADO","P_R.DEMANDADO","E_ACTOR","E_R.ACTOR","E_DEMANDADO","E_R.DEMANDADO","TRATAMIENTO QUE LES TOCO","TRATAMIENTO EXTRA","SE LLEVO TRATAMIENTO","SE CONCILIO?","CANTIDAD DE CONVENIO","CUANTO PAGARON HOY?","SE DESISTIÓ?","CANTIDAD DE DESISTIMIENTO","OBSERVACIONES2","id_exp_anio","max_fecha1","max_fecha2","tuvo_tratamiento","c1_se_concilio","c1_fecha_convenio","c1_fecha pago_convenio","c1_faltan_pagos_convenio","c1_cantidad_total_pagada_convenio","c1_convenio_insubsistente","c1_desistimiento","c1_estatus_concluido","c2_se_concilio","c2_fecha_convenio","c2_fecha pago_convenio","c2_faltan_pagos_convenio","c2_cantidad_total_pagada_convenio","c2_convenio_insubsistente","c2_desistimiento","c2_estatus_concluido"
"1799","MIGUEL",,2016-04-20,45,1899-12-31 11:00:00,884,2015,"SI","7","29/08/2016",0,"1",1,1,,1,1,0,,0,3,,1,0,,,,,,"884/2015",1,1,1,"0",,,"0","0","0","0","0",,,,,,,,
"1800","MIGUEL",,2016-04-20,46,1899-12-31 11:00:00,1054,2015,"SI","2","03/10/2016",0,"4",,1,,,,,,1,1,,1,0,,,,,,"1054/2015",1,1,1,"0",,,"0","0","0","0","0",,,,,,,,
"1801","MIGUEL",,2016-04-20,47,1899-12-31 11:00:00,1157,2015,"N/T A/G",,,,,,,,,,,,,0,,0,0,,,,,,"1157/2015",1,0,0,,,,,,,,,,,,,,,,
"1802","MIGUEL",,2016-04-20,48,1899-12-31 11:00:00,2083,2015,"N/T ACT","1","27/06/2016",0,"1",,1,,,1,,,,0,TRUE,1,0,,,,,,"2083/2015",1,1,1,"0",,,"0","0","0","0","0",,,,,,,,
"1803","MIGUEL",,2016-04-20,49,1899-12-31 11:30:00,266,2012,"N/T","1","06/09/2016",0,"2",,1,,1,,,,,0,,0,0,,,,,,"266/2012",1,0,0,,,,,,,,,,,,,,,,
"1804","MIGUEL",,2016-04-20,50,1899-12-31 11:30:00,1121,2014,"FED","1","29/08/2016",0,"1",,1,,1,,,,,0,,0,0,,,,,,"1121/2014",1,0,0,,,,,,,,,,,,,,,,
"1805","MIGUEL",,2016-04-20,51,1899-12-31 11:30:00,7,2016,"NSD","1","12/07/2016",0,"1",,1,,,,,,,0,,0,0,,,,,,"7/2016",1,0,0,,,,,,,,,,,,,,,,
"1806","MIGUEL",,2016-04-20,52,1899-12-31 12:00:00,98,2006,"NSP","7","07/09/2016",0,"1",1,1,,,0,,,,0,,0,0,,,,,,"98/2006",1,0,0,,,,,,,,,,,,,,,,
"1807","MIGUEL",,2016-04-20,53,1899-12-31 12:00:00,1614,2012,"SI","7","07/07/2016",0,"1",,1,,,1,0,,,2,,1,0,,,,,,"1614/2012",1,1,1,"0",,,"0","0","0","0","0",,,,,,,,
"1808","MIGUEL",,2016-04-20,54,1899-12-31 12:00:00,1753,2013,"FED","1","29/08/2016",0,"1.2",1,1,,1,,,,,0,,0,0,,,,,,"1753/2013",1,0,0,,,,,,,,,,,,,,,,
"1809","MIGUEL",,2016-04-20,55,1899-12-31 12:00:00,1058,2014,"FED EXH",,,,,,,,,,,,,0,,0,0,,,,,,"1058/2014",1,0,0,,,,,,,,,,,,,,,,
"1810","MIGUEL",,2016-04-20,56,1899-12-31 12:00:00,875,2015,"NSD",,,,,,,,,,,,,0,,0,0,,,,,,"875/2015",1,0,0,,,,,,,,,,,,,,,,
"1811","MIGUEL",,2016-04-20,57,1899-12-31 12:00:00,885,2015,"SI","2","27/09/2016",0,"2",,1,,,,1,,,3,,1,0,,,,,,"885/2015",1,1,1,"0",,,"0","0","0","0","0",,,,,,,,
"1812","MIGUEL",,2016-04-20,58,1899-12-31 12:00:00,1619,2015,"O/F",,,,,,,,,1,,,,1,,1,0,,,,,,"1619/2015",0,1,1,"0",,,"0","0","0","0","0",,,,,,,,
"1813","MIGUEL",,2016-04-20,59,1899-12-31 12:00:00,1627,2015,"SI","7","07/09/2016",0,"2",,1,,1,1,0,,,1,,1,0,,,,,"INCOMPETENCIA","1627/2015",1,1,1,"2",,,,,,,,,,,,,,,
"1814","MIGUEL",,2016-04-20,60,1899-12-31 12:00:00,1637,2015,"FED EXH","1","07/09/2016",0,"3",1,1,,1,1,0,,,2,,1,0,,,,,,"1637/2015",1,1,1,"0",,,"0","0","0","0","0",,,,,,,,
"1815","MIGUEL",,2016-04-20,61,1899-12-31 12:00:00,1533,2014,"CTD","1","29/08/2016",0,"2",,1,,,,,,,0,,0,0,,,,,,"1533/2014",1,0,0,,,,,,,,,,,,,,,,
"1816","MIGUEL",,2016-04-21,1,1899-12-31 09:00:00,1919,2014,"NSA","3","05/10/2016",0,"1.2",,,,1,,,,,0,,0,0,,,,,,"1919/2014",0,0,0,,,,,,,,,,,,,,,,
"1817","MIGUEL",,2016-04-21,2,1899-12-31 09:00:00,1341,2006,"NSN",".",,0,"2",,,,1,,,,,0,,0,0,,,,,"TURNADO DICTAMINADOR","1341/2006",1,0,0,,,,,,,,,,,,,,,,
"1818","MIGUEL",,2016-04-21,3,1899-12-31 09:00:00,2005,2008,"NSN",,,,,,,,,,,,,0,,0,0,,,,,,"2005/2008",0,0,0,,,,,,,,,,,,,,,,
"1819","MIGUEL",,2016-04-21,4,1899-12-31 09:00:00,1283,2011,"N/T CONV",,,,,,,,,,,,,0,,0,0,,,,,,"1283/2011",1,0,0,,,,,,,,,,,,,,,,
"1820","MIGUEL",,2016-04-21,5,1899-12-31 09:00:00,1605,2011,"NST",".",,0,"4",,1,,1,,,,,0,,0,0,,,,,"TERMINO PARTES ALEGATOS","1605/2011",0,0,0,,,,,,,,,,,,,,,,
"1821","MIGUEL",,2016-04-21,6,1899-12-31 09:00:00,495,2013,"SI","3","06/10/2016",0,"4",,1,,1,,,,1,2,,1,0,,,,,,"495/2013",0,1,1,"0",,,"0","0","0","0","0",,,,,,,,
"1822","MIGUEL",,2016-04-21,7,1899-12-31 09:00:00,578,2013,"N/T A/G",,,,,,,,,,,,,0,,0,0,,,,,,"578/2013",1,0,0,,,,,,,,,,,,,,,,
"1823","MIGUEL",,2016-04-21,8,1899-12-31 09:00:00,993,2013,"SI",".",,0,"4",,1,,1,,1,,,2,,1,0,,,,,"VISTA PARTES","993/2013",1,1,1,"0",,,"0","0","0","0","0",,,,,,,,
"1824","MIGUEL",,2016-04-21,9,1899-12-31 09:00:00,1310,2013,"SI","3","13/10/2016",0,"2",,1,,,,,,,1,,0,0,,,,,,"1310/2013",0,0,1,,,,,,,,,,,,,,,,
"1825","MIGUEL",,2016-04-21,10,1899-12-31 09:00:00,1430,2013,"O/F",,,,,,,,,1,,,,1,TRUE,1,0,,,,,,"1430/2013",1,1,1,"0",,,"0","0","0","0","0",,,,,,,,
"1826","MIGUEL",,2016-04-21,11,1899-12-31 09:00:00,1232,2014,"SI",".",,0,"2",,1,,1,,,,,0,,0,0,,,,,"VISTA ACTORA","1232/2014",1,0,0,,,,,,,,,,,,,,,,
"1827","MIGUEL",,2016-04-21,12,1899-12-31 09:00:00,1696,2014,"NST","3","13/10/2016",0,"1",,1,,1,,,,,0,,0,0,,,,,,"1696/2014",1,0,0,,,,,,,,,,,,,,,,
"1828","MIGUEL",,2016-04-21,13,1899-12-31 09:00:00,1786,2014,"SI",".",,0,"4",,1,,1,,,,,3,,0,0,,,,,"PENDIENTE DE ESTUDIO","1786/2014",1,1,1,"0",,,"0","0","0","0","0",,,,,,,,
"1829","MIGUEL",,2016-04-21,14,1899-12-31 09:00:00,1848,2014,"N/T",,,,,,,,,,,,,0,,0,0,,,,,,"1848/2014",1,0,0,,,,,,,,,,,,,,,,
"1830","MIGUEL",,2016-04-21,15,1899-12-31 09:30:00,946,2012,"O/F",,,,,,,,,,,,,0,,0,0,,,,,,"946/2012",1,0,0,,,,,,,,,,,,,,,,
"1831","MIGUEL",,2016-04-21,16,1899-12-31 09:30:00,631,2015,"O/F",,,,,,,,,,,,,0,,0,0,,,,,,"631/2015",0,0,0,,,,,,,,,,,,,,,,
"1832","MIGUEL",,2016-04-21,17,1899-12-31 10:00:00,660,2015,"SI","3","05/10/2016",0,"1.2",,,,1,,,,,3,,0,0,,,,,,"660/2015",1,1,1,"0",,,"0","0","0","0","0",,,,,,,,
"1833","MIGUEL",,2016-04-21,18,1899-12-31 10:00:00,541,2008,"SI","2","13/05/2016",0,"2",,1,,5,,,,1,1,,1,0,,,,,,"541/2008",1,1,1,"0",,,"0","0","0","0","0",,,,,,,,
"1834","MIGUEL",,2016-04-21,19,1899-12-31 10:00:00,91,2010,"SI","1.2","30/08/2016",0,"1.2",,1,,,1,,,,2,,1,0,,,,,,"91/2010",1,1,1,"0",,,"0","0","0","0","0",,,,,,,,
"1835","MIGUEL",,2016-04-21,20,1899-12-31 10:00:00,461,2011,"O/F",,,,,,,,,,,,,0,,0,0,,,,,,"461/2011",0,0,0,,,,,,,,,,,,,,,,
"1836","MIGUEL",,2016-04-21,21,1899-12-31 10:00:00,1610,2012,"N/T A/G","7","07/09/2016",0,"1",,1,,1,,,,,0,,0,0,,,,,,"1610/2012",1,0,0,,,,,,,,,,,,,,,,
"1837","MIGUEL",,2016-04-21,22,1899-12-31 10:00:00,1949,2012,"FED","1.2","07/09/2016",0,"1",,1,,,,,,,0,,0,0,,,,,,"1949/2012",1,0,0,,,,,,,,,,,,,,,,
"1838","MIGUEL",,2016-04-21,23,1899-12-31 10:00:00,407,2014,"SI","2","02/06/2016",0,"4",1,1,,1,1,,,,3,TRUE,1,0,,,,,,"407/2014",1,1,1,"0",,,"0","0","0","0","0",,,,,,,,
"1839","MIGUEL",,2016-04-21,24,1899-12-31 10:00:00,1993,2014,"SI","3","10/10/2016",0,"1.2",,1,,1,,0,,1,3,,1,0,,,,,,"1993/2014",1,1,1,"0",,,"0","0","0","0","0",,,,,,,,
"1840","MIGUEL",,2016-04-21,25,1899-12-31 10:00:00,155,2015,"N/T","1","30/06/2016",0,"2",,1,,1,,,,,0,,0,0,,,,,,"155/2015",1,0,0,,,,,,,,,,,,,,,,
"1841","MIGUEL",,2016-04-21,26,1899-12-31 10:00:00,185,2015,"SI","5","12/05/2016",0,"2",1,1,,1,1,,,,2,,1,1,130000,,,,,"185/2015",1,1,1,"1","21/04/2016","12/05/2016","0","130000","0","0","1",,,,,,,,
"1842","MIGUEL",,2016-04-21,27,1899-12-31 10:00:00,756,2015,"SI","5","29/04/2016",0,"2",,1,,1,,,,1,1,,1,1,13000,,,,,"756/2015",1,1,1,"1","21/01/2016","29/04/2016","0","13000","0","0","1",,,,,,,,
"1843","MIGUEL",,2016-04-21,28,1899-12-31 10:00:00,1816,2015,"N/T CONV",,,,,,,,,,,,,0,,0,0,,,,,,"1816/2015",1,0,0,,,,,,,,,,,,,,,,
"1844","MIGUEL",,2016-04-21,29,1899-12-31 10:30:00,1016,2013,"O/F",,,,,,,,,,,,,0,,0,0,,,,,,"1016/2013",1,0,0,,,,,,,,,,,,,,,,
"1845","MIGUEL",,2016-04-21,30,1899-12-31 10:30:00,871,2015,"SI",".",,0,"2",,1,,,1,,,,3,TRUE,1,0,,,,,"PENDIENTE DE ESTUDIO","871/2015",1,1,1,"0",,,"0","0","0","0","0",,,,,,,,
"1846","MIGUEL",,2016-04-21,31,1899-12-31 10:30:00,3,2016,"FED","1","13/06/2016",0,"1",,1,,,,,,,0,,0,0,,,,,,"3/2016",1,0,0,,,,,,,,,,,,,,,,
"1847","MIGUEL",,2016-04-21,32,1899-12-31 10:30:00,1317,2010,"FED","2","08/09/2016",0,"2",,1,,1,,,,,0,,0,0,,,,,,"1317/2010",1,0,0,,,,,,,,,,,,,,,,
"1848","MIGUEL",,2016-04-21,33,1899-12-31 11:00:00,10,2010,"FED",,,,,,,,,,,,,0,,0,0,,,,,,"10/2010",1,0,0,,,,,,,,,,,,,,,,
"1849","MIGUEL",,2016-04-21,34,1899-12-31 11:00:00,766,2010,"N/T LAUDO",,,,,,,,,,,,,0,,0,0,,,,,,"766/2010",1,0,0,,,,,,,,,,,,,,,,
"1850","MIGUEL",,2016-04-21,35,1899-12-31 11:00:00,1186,2014,"FED","1","08/09/2016",0,"1.2",,1,,1,,,,,0,,0,0,,,,,,"1186/2014",0,0,0,,,,,,,,,,,,,,,,
"1851","MIGUEL",,2016-04-21,36,1899-12-31 11:00:00,276,2014,"FED","1","02/08/2016",0,"1",,1,,,,,,,0,,0,0,,,,,,"276/2014",1,0,0,,,,,,,,,,,,,,,,
"1852","MIGUEL",,2016-04-21,37,1899-12-31 11:00:00,446,2014,"SI","6",,0,"4",,1,,1,,0,,,3,,0,0,,,,,,"446/2014",1,1,1,"0",,,"0","0","0","1","1",,,,,,,,
"1853","MIGUEL",,2016-04-21,38,1899-12-31 11:00:00,552,2014,"FED","1","29/08/2016",0,"1",,1,,1,,,,,0,,0,0,,,,,,"552/2014",1,0,0,,,,,,,,,,,,,,,,
"1854","MIGUEL",,2016-04-21,39,1899-12-31 11:00:00,815,2014,"SI","2","05/10/2016",0,"4",,1,,2,,0,,0,1,,0,0,,,,,,"815/2014",1,1,1,"0",,,"0","0","0","1","1",,,,,,,,
"1855","MIGUEL",,2016-04-21,40,1899-12-31 11:00:00,1475,2014,"SI","2","05/10/2016",0,"2",,,,1,,,,,3,,1,0,,,,,,"1475/2014",1,1,1,"0",,,"0","0","0","0","0",,,,,,,,
"1856","MIGUEL",,2016-04-21,41,1899-12-31 11:00:00,445,2015,"SI","2","06/10/2016",0,"2",,1,,1,,0,,1,2,,0,0,,,,,,"445/2015",1,1,1,"0",,,"0","0","0","0","0",,,,,,,,
"1857","MIGUEL",,2016-04-21,42,1899-12-31 11:00:00,906,2015,"FED","2","22/09/2016",0,"4",,1,,1,1,0,,,3,TRUE,1,0,,,,,,"906/2015",1,1,1,"0",,,"0","0","0","0","0",,,,,,,,
"1858","MIGUEL",,2016-04-21,43,1899-12-31 11:00:00,1616,2015,"SI","1","12/09/2016",0,"1",,1,,1,,,,1,2,,1,0,,,,,,"1616/2015",1,1,1,"1","12/09/2016","20/09/2016","0","7000","0","0","1",,,,,,,,
"1859","MIGUEL",,2016-04-21,44,1899-12-31 11:00:00,1753,2015,"FED","1","29/08/2016",0,"1.2",,1,,,,,,,0,,0,0,,,,,,"1753/2015",1,0,0,,,,,,,,,,,,,,,,
"1860","MIGUEL",,2016-04-21,45,1899-12-31 11:30:00,1040,2014,"FED","1","08/09/2016",0,"1",,1,,1,,,,,0,,0,0,,,,,,"1040/2014",1,0,0,,,,,,,,,,,,,,,,
"1861","MIGUEL",,2016-04-21,46,1899-12-31 11:30:00,751,2015,"SI","2","06/10/2016",0,"2",,1,,1,,1,,1,3,,1,0,,,,,,"751/2015",1,1,1,"0",,,"0","0","0","0","0",,,,,,,,
"1862","MIGUEL",,2016-04-21,47,1899-12-31 12:00:00,730,2010,"N/T",,,,,,,,,,,,,0,,0,0,,,,,,"730/2010",1,0,0,,,,,,,,,,,,,,,,
"1863","MIGUEL",,2016-04-21,48,1899-12-31 12:00:00,1389,2012,"FED",,,,,,,,,,,,,0,,0,0,,,,,,"1389/2012",1,0,0,,,,,,,,,,,,,,,,
"1864","MIGUEL",,2016-04-21,49,1899-12-31 12:00:00,1636,2014,"FED","1","06/09/2016",0,"1",,1,,,,,,,0,,0,0,,,,,,"1636/2014",1,0,0,,,,,,,,,,,,,,,,
"1865","MIGUEL",,2016-04-21,50,1899-12-31 12:00:00,1628,2015,"O/F",,,,,,,,,,,,,0,,0,0,,,,,,"1628/2015",1,0,0,,,,,,,,,,,,,,,,
"1866","MIGUEL",,2016-04-21,51,1899-12-31 12:00:00,1647,2015,"FED","1","06/09/2016",0,"1",,1,,,,,,,0,,0,0,,,,,,"1647/2015",1,0,0,,,,,,,,,,,,,,,,
"1867","MIGUEL",,2016-04-21,52,1899-12-31 12:00:00,1648,2015,"CTD","1","08/09/2016",0,"1",1,1,,,1,,,,1,TRUE,1,0,,,,,,"1648/2015",1,1,1,"0",,,"0","0","0","0","0",,,,,,,,
"1868","MIGUEL",,2016-04-21,53,1899-12-31 12:00:00,1702,2015,"FED","1","16/05/2016",0,"1",,1,,,,,,,0,,0,0,,,,,,"1702/2015",0,0,0,,,,,,,,,,,,,,,,
"1869","MIGUEL",,2016-04-21,54,1899-12-31 12:00:00,1713,2015,"FED","1","19/05/2016",0,"1",,1,,,,,,,0,,0,0,,,,,,"1713/2015",1,0,0,,,,,,,,,,,,,,,,
"1870","MIGUEL",,2016-04-21,55,1899-12-31 12:00:00,1733,2015,"FED","1","29/08/2016",0,"1",1,1,,,,,,,0,,0,0,,,,,,"1733/2015",1,0,0,,,,,,,,,,,,,,,,
"1871","MIGUEL",,2016-04-21,56,1899-12-31 12:00:00,1751,2015,"FED","1","27/06/2016",0,"1",,1,,,,,,,0,,0,0,,,,,,"1751/2015",1,0,0,,,,,,,,,,,,,,,,
"1872","MIGUEL",,2016-04-21,57,1899-12-31 12:00:00,1833,2015,"FED",".",,0,"2",,,,,,,,,0,,0,0,,,,,"VISTA ACTORA","1833/2015",1,0,0,,,,,,,,,,,,,,,,
"1873","MIGUEL",,2016-04-21,58,1899-12-31 12:00:00,1170,2014,"FED","1","06/09/2016",0,"1",,1,,,,,,,0,,0,0,,,,,,"1170/2014",1,0,0,,,,,,,,,,,,,,,,
"1874","MIGUEL",,2016-04-22,1,1899-12-31 09:00:00,146,2015,"SI",,,,,,,,,,,,,0,,0,0,,,,,,"146/2015",1,0,0,,,,,,,,,,,,,,,,
"1875","MIGUEL",,2016-04-22,2,1899-12-31 09:00:00,254,2016,"SI","1","31/08/2016",0,"1",1,1,,1,,1,,0,0,TRUE,1,0,,,,,,"254/2016",1,1,1,"1","09/05/2016","23/05/2016","0","44000","0","0","0",,,,,,,,
"1876","MIGUEL",,2016-04-22,3,1899-12-31 09:00:00,257,2016,"FED",".",,0,"2",,,,,,,,,0,,0,0,,,,,"VISTA ACTORA","257/2016",1,0,0,,,,,,,,,,,,,,,,
"1877","MIGUEL",,2016-04-22,4,1899-12-31 09:00:00,259,2016,"FED","1","06/09/2016",0,"4",,1,,1,,,,,0,,0,0,,,,,,"259/2016",1,0,0,,,,,,,,,,,,,,,,
"1878","MIGUEL",,2016-04-22,5,1899-12-31 09:00:00,260,2016,"SI","1","07/09/2016",0,"4",1,1,,1,,1,,1,3,,1,0,,,,,"CONVENIO INSUBSISTENTE","260/2016",1,1,1,"1","07/09/2016","18/10/2016","0","19826","1","0","0",,,,,,,,
"1879","MIGUEL",,2016-04-22,6,1899-12-31 09:00:00,261,2016,"FED","1","24/08/2016",0,"1",,1,,,,,,,0,,0,0,,,,,,"261/2016",1,0,0,,,,,,,,,,,,,,,,
"1880","MIGUEL",,2016-04-22,7,1899-12-31 09:00:00,262,2016,"SI","1","30/08/2016",0,"4",,1,,1,,1,,0,0,TRUE,1,0,,,,,,"262/2016",1,1,1,"1","09/05/2016","12/08/2016","0","160000","0","0","1",,,,,,,,
"1881","MIGUEL",,2016-04-22,8,1899-12-31 09:00:00,264,2016,"SI","5","04/05/2016",0,"4",,1,,1,,,,0,0,,0,1,13000,,,,,"264/2016",1,0,0,,,,,,,,,,,,,,,,
"1882","MIGUEL",,2016-04-22,9,1899-12-31 09:00:00,267,2016,"FED","1","06/09/2016",0,"1.2",,,,,,,,,0,,0,0,,,,,,"267/2016",1,0,0,,,,,,,,,,,,,,,,
"1883","MIGUEL",,2016-04-22,10,1899-12-31 09:30:00,265,2016,"FED","1","25/08/2016",0,"1.2",,1,,1,,,,,0,,0,0,,,,,,"265/2016",1,0,0,,,,,,,,,,,,,,,,
"1884","MIGUEL",,2016-04-22,11,1899-12-31 09:30:00,271,2016,"SI","5","13/05/2016",0,"4",,1,,1,,,,1,1,,1,1,12000,,,,,"271/2016",1,1,1,"1","22/04/2016","13/05/2016","0","12000","0","0","1",,,,,,,,
"1885","MIGUEL",,2016-04-22,12,1899-12-31 09:30:00,272,2016,"FED",".",,0,"2",,,,,,,,,0,,0,0,,,,,"VISTA ACTORA","272/2016",1,0,0,,,,,,,,,,,,,,,,
"1886","MIGUEL",,2016-04-22,13,1899-12-31 10:00:00,252,2016,"FED","1","31/08/2016",0,"2",,,,,,,,,0,,0,0,,,,,,"252/2016",1,0,0,,,,,,,,,,,,,,,,
"1887","MIGUEL",,2016-04-22,14,1899-12-31 10:00:00,268,2016,"FED","5","03/05/2016",0,"4",,1,,,,,,,0,,0,0,,,,,,"268/2016",1,0,0,,,,,,,,,,,,,,,,
"1888","MIGUEL",,2016-04-22,15,1899-12-31 10:00:00,270,2016,"FED","1","07/09/2016",0,"1.2",,,,,,,,,0,,0,0,,,,,,"270/2016",1,0,0,,,,,,,,,,,,,,,,
"1889","MIGUEL",,2016-04-22,16,1899-12-31 10:00:00,274,2016,"SI","3","04/10/2016",0,"2",,1,,,,1,,,3,,1,0,,,,,,"274/2016",1,1,1,"0",,,"0","0","0","0","0",,,,,,,,
"1890","MIGUEL",,2016-04-22,17,1899-12-31 10:00:00,277,2016,"FED","1","07/09/2016",0,"1",1,1,,,,,,,0,,0,0,,,,,,"277/2016",1,0,0,,,,,,,,,,,,,,,,
"1891","MIGUEL",,2016-04-22,18,1899-12-31 10:00:00,278,2016,"FED",".",,0,"1",,,,,,,,,0,,0,0,,,,,"VISTA ACTORA","278/2016",1,0,0,,,,,,,,,,,,,,,,
"1892","MIGUEL",,2016-04-22,19,1899-12-31 10:00:00,279,2016,"CTD","1","07/09/2016",0,"2",,,,,,,,,0,,0,0,,,,,,"279/2016",1,0,0,,,,,,,,,,,,,,,,
"1893","MIGUEL",,2016-04-22,20,1899-12-31 10:00:00,281,2016,"N/T A/G",,,,,,,,,,,,,0,,0,0,,,,,,"281/2016",1,0,0,,,,,,,,,,,,,,,,
"1894","MIGUEL",,2016-04-22,21,1899-12-31 10:00:00,922,2015,"SI","2","29/09/2016",0,"1.2",,,,,,,,,1,,0,0,,,,,,"922/2015",0,1,1,"0",,,"0","0","0","0","0",,,,,,,,
"1895","MIGUEL",,2016-04-22,22,1899-12-31 10:30:00,282,2016,"FED","1","25/08/2016",0,"1",,1,,,,,,,0,,0,0,,,,,,"282/2016",1,0,0,,,,,,,,,,,,,,,,
"1896","MIGUEL",,2016-04-22,23,1899-12-31 10:30:00,283,2016,"FED","1","31/08/2016",0,"1",,1,,,1,,,,0,,1,0,,,,,,"283/2016",1,0,0,,,,,,,,,,,,,,,,
"1897","MIGUEL",,2016-04-22,24,1899-12-31 10:30:00,285,2016,"CTD","1","31/08/2016",0,"2",,,,,,,,,0,,0,0,,,,,,"285/2016",1,0,0,,,,,,,,,,,,,,,,
"1898","MIGUEL",,2016-04-22,25,1899-12-31 10:30:00,286,2016,"FED","1","06/09/2016",0,"1",,1,,,,,,,0,,0,0,,,,,,"286/2016",1,0,0,,,,,,,,,,,,,,,,
"1899","MIGUEL",,2016-04-22,26,1899-12-31 11:00:00,273,2016,"SI","5","29/04/2016",0,"4",1,1,,1,1,,,1,2,,1,1,11000,,,,,"273/2016",1,1,1,"1","22/04/2016","29/04/2016","0","11000","0","0","1",,,,,,,,
"1900","MIGUEL",,2016-04-22,27,1899-12-31 11:00:00,276,2016,"SI","5","31/05/2016",0,"2",1,2,,1,,,,1,2,,1,1,15000,,,,,"276/2016",1,1,1,"1","22/04/2016","31/05/2016","0","15000","0","0","1",,,,,,,,
"1901","MIGUEL",,2016-04-22,28,1899-12-31 11:00:00,280,2016,"FED","1","06/09/2016",0,"1",,1,,,,,,,0,,0,0,,,,,,"280/2016",1,0,0,,,,,,,,,,,,,,,,
"1902","MIGUEL",,2016-04-22,29,1899-12-31 11:00:00,284,2016,"SI","5","11/05/2016",0,"4",,1,,1,,,,1,1,,1,1,8500,,,,,"284/2016",1,1,1,"1","22/04/2016","11/05/2016","0","8500","0","0","1",,,,,,,,
"1903","MIGUEL",,2016-04-22,30,1899-12-31 11:00:00,287,2016,"FED","1","07/09/2016",0,"1",,1,,,,,,,0,,0,0,,,,,,"287/2016",1,0,0,,,,,,,,,,,,,,,,
"1904","MIGUEL",,2016-04-22,31,1899-12-31 11:00:00,288,2016,"SI","7","08/09/2016",0,"1",,1,,1,,,,1,3,,1,0,,,,,,"288/2016",1,1,1,"1","08/09/2016","19/09/2016","0","17000","0","0","1",,,,,,,,
"1905","MIGUEL",,2016-04-22,32,1899-12-31 11:00:00,289,2016,"SI","1","08/09/2016",0,"2",1,1,,1,1,,,0,1,,1,0,,,,,,"289/2016",1,1,1,"0",,,"0","0","0","0","0",,,,,,,,
"1906","MIGUEL",,2016-04-22,33,1899-12-31 11:00:00,290,2016,"CTD","1","07/09/2016",0,"2",,1,,,1,,,0,0,TRUE,1,0,,,,,,"290/2016",1,1,1,"1","19/10/2016","28/10/2016","0","50000","0","0","1",,,,,,,,
"1907","MIGUEL",,2016-04-22,34,1899-12-31 11:30:00,1520,2009,"FED",,,,,,,,,,,,,0,,0,0,,,,,,"1520/2009",1,0,0,,,,,,,,,,,,,,,,
"1908","MIGUEL",,2016-04-22,35,1899-12-31 11:30:00,1356,2015,"FED-EXH","1","22/06/2016",0,"3",,1,,1,,,,,0,,0,0,,,,,,"1356/2015",1,0,0,,,,,,,,,,,,,,,,
"1909","MIGUEL",,2016-04-22,36,1899-12-31 11:30:00,159,2016,"SI","2","29/09/2016",0,"4",,1,,2,,1,,1,3,,1,0,,,,,,"159/2016",1,1,1,"0",,,"0","0","0","0","0",,,,,,,,
"1910","MIGUEL",,2016-04-22,37,1899-12-31 11:30:00,292,2016,"SI","2","03/10/2016",0,"2",,,,1,,,,,2,,0,0,,,,,"ALEGATOS","292/2016",1,1,1,"0",,,"0","0","0","0","0",,,,,,,,
"1911","MIGUEL",,2016-04-22,38,1899-12-31 12:00:00,722,215,"FED","1","13/07/2016",0,"1",,1,,,,,,,0,,0,0,,,,,,"722/215",1,0,0,,,,,,,,,,,,,,,,
"1912","MIGUEL",,2016-04-25,1,1899-12-31 09:00:00,1654,2008,"SI","3","03/05/2016",0,"2",,1,1,1,,,,,0,,0,0,,,,,,"1654/2008",0,0,0,,,,,,,,,,,,,,,,
"1913","MIGUEL",,2016-04-25,2,1899-12-31 09:00:00,2005,2008,"NSA","3","13/10/2016",0,"1.2",,,,,,,,,0,,0,0,,,,,,"2005/2008",1,0,0,,,,,,,,,,,,,,,,
"1914","MIGUEL",,2016-04-25,3,1899-12-31 09:00:00,1387,2010,"N/T","3","26/04/2016",0,"4",,1,,1,1,,,,2,,1,0,,,,,"HUBO DESISTIMIENTO DESDE 2013","1387/2010",1,1,1,"0",,,"0","0","0","1","1",,,,,,,,
"1915","MIGUEL",,2016-04-25,4,1899-12-31 09:00:00,1328,2010,"NST","3","23/05/2016",0,"1.2",,1,,1,,,,,0,,0,0,,,,,,"1328/2010",1,0,0,,,,,,,,,,,,,,,,
"1916","MIGUEL",,2016-04-25,5,1899-12-31 09:00:00,1298,2011,"NST","3","17/10/2016",0,"1",,1,,1,,,,,0,,0,0,,,,,,"1298/2011",0,0,0,,,,,,,,,,,,,,,,
"1917","MIGUEL",,2016-04-25,6,1899-12-31 09:00:00,2037,2011,"SI","3","17/10/2016",0,"4",,1,,1,,0,,,2,,1,0,,,,,,"2037/2011",1,1,1,"0",,,"0","0","0","0","0",,,,,,,,
