"d.desiste.df.t.tipo_de_abogado","d.desiste.df.t.trab_base","d.desiste.df.t.sueldo_diario_integrado","d.desiste.df.t.gen","d.desiste.df.t.horas","d.desiste.df.t.reinstalacion_t","d.desiste.df.t.indem_const_t","d.desiste.df.t.rec_hr_extra","d.desiste.df.t.rec_20_d_ias_t","d.desiste.df.t.sarimssinfo","d.desiste.df.t.cod_imss","d.desiste.df.t.antig_anos","d.desiste.df.t.y","d.desiste.df.t.id"
"0","0",147.714285714286,"0",60,"0","1","1","0","0","0",18.1013698630137,0.534246575342466,1523
"0","0",666.666666666667,"1",60,"0","1","0","0","0","0",0.00273972602739726,1.52602739726027,1532
"0","0",161.666666666667,"0",50,"0","1","1","0","1","0",5.11780821917808,0.0438356164383562,1542
"0","0",307.95,"0",36,"1","1","0","1","1","0",0.498630136986301,0.0410958904109589,1548
"0","0",400,"1",62,"0","1","1","0","0","0",3.86575342465753,0.0246575342465753,1553
"0","0",317.06,"1",72,"1","0","1","0","1","0",3.15890410958904,0.153424657534247,1555
"0","0",327.61,"0",55,"0","1","1","0","0","0",6.63013698630137,0.0876712328767123,1556
"0","0",765.82,"0",66,"0","1","1","0","0","0",1.03287671232877,0.131506849315068,1559
"0","0",279.866666666667,"0",72,"0","1","1","0","0","0",1.7013698630137,0.517808219178082,1560
"0","0",250,"0",60,"0","1","1","0","1","0",2.66027397260274,0.342465753424658,1561
"1","0",118.79,"0",48,"0","1","0","0","0","0",3.36986301369863,0.413698630136986,1562
"0","0",106.666666666667,"0",48,"0","1","0","0","1","0",3.14246575342466,0.402739726027397,1569
"0","0",400,"1",66,"0","1","0","1","1","0",0.671232876712329,2.25205479452055,1589
"0","0",408.33,"0",60,"0","1","1","0","0","0",1.58082191780822,2.58904109589041,1594
"0","0",500,"0",60,"0","1","1","0","0","0",2.91780821917808,0.238356164383562,1599
"0","0",1000,"1",54,"0","1","1","0","1","0",0.224657534246575,0.76986301369863,1600
"1","0",210.12,"0",48,"0","1","0","0","1","0",7.27397260273973,1.81643835616438,1602
"0","0",250.66,"0",60,"0","1","1","0","0","0",16.413698630137,0.591780821917808,1611
"0","0",584.86,"0",66,"0","1","1","0","1","0",7.96438356164384,0.326027397260274,1612
"0","0",1000,"1",60,"1","0","1","0","0","0",8.2,0.158904109589041,1617
"0","0",913.333333333333,"1",64.5,"0","1","1","0","0","0",0.389041095890411,0.8,1620
"0","0",1508.33333333333,"1",54,"1","0","1","0","1","0",8.21643835616438,0.167123287671233,1626
"0","0",457.45,"0",66,"1","0","1","0","1","0",2.6,0.142465753424658,1630
"0","0",500,"0",60,"0","1","0","0","1","0",3.26301369863014,0.43013698630137,1636
"0","0",344.07,"0",48,"1","1","0","0","1","0",16.7671232876712,0.649315068493151,1639
"0","0",642.85,"0",60,"0","1","1","0","1","0",1.60547945205479,1.47671232876712,1640
"0","0",182.4,"0",54,"1","1","1","1","1","0",0.495890410958904,0.419178082191781,1652
"0","0",350,"1",60,"1","1","1","1","1","0",3.0986301369863,0.0136986301369863,1656
"0","0",357.14,"0",36,"1","0","0","0","0","0",0.216438356164384,0.794520547945205,1663
"0","0",1166.66,"1",50,"0","1","1","0","1","0",1.43835616438356,2.83835616438356,1667
"0","0",3500,"0",54,"1","0","1","0","0","0",0.884931506849315,0.194520547945205,1674
"0","0",704.26,"0",66,"0","1","1","1","1","0",4.25479452054795,1.98630136986301,1675
"0","0",303.33,"0",60,"0","1","1","0","0","0",2.86301369863014,0.205479452054795,1676
"0","0",3525.56,"0",66,"0","1","1","0","1","0",9.17534246575342,0.961643835616438,1689
"0","0",289,"0",57,"1","0","0","0","1","0",12.4876712328767,2.3972602739726,1695
"0","0",574.402666666667,"0",25,"0","1","0","0","1","0",4.31780821917808,1.41095890410959,1697
"0","0",194.04,"0",51,"0","1","1","0","1","0",2.5013698630137,0.868493150684931,1700
"0","1",4211.746,"0",45,"1","1","1","1","1","0",18.4876712328767,0.0986301369863014,1702
"0","0",166.666666666667,"0",72,"0","1","0","0","0","0",2.42465753424658,0.120547945205479,1704
"0","0",1720.936,"0",20,"1","0","0","0","0","0",1.55890410958904,0.997260273972603,1705
"0","0",274.04,"0",77,"0","1","1","0","1","0",5.22191780821918,0.0821917808219178,1706
"0","0",600,"0",54,"1","0","1","1","1","0",28.1698630136986,0.498630136986301,1707
"0","0",1896.19166666667,"0",49,"1","1","1","1","1","0",2.07945205479452,0.0520547945205479,1708
"0","0",464,"0",57,"0","1","1","0","1","0",12.2082191780822,1.14520547945205,1719
"0","1",833.33,"0",60,"0","1","1","0","1","0",3.04657534246575,0.608219178082192,1720
"0","0",285.714285714286,"0",69,"0","1","1","0","0","0",4.33698630136986,0.673972602739726,1726
"0","0",510,"0",50,"0","1","1","0","0","0",16.5808219178082,0.945205479452055,1729
"0","0",1714.28571428571,"0",75,"0","1","1","0","0","0",0.501369863013699,0.0821917808219178,1742
"0","0",95.54,"1",60,"0","1","0","0","0","0",0.106849315068493,0.16986301369863,1743
"0","0",200,"1",70,"0","1","1","0","1","0",0.912328767123288,2.96438356164384,1750
"0","0",293.22,"0",66,"1","1","1","1","1","0",14.0849315068493,0.893150684931507,1753
"0","0",200,"0",66,"0","1","1","0","0","0",0.835616438356164,0.0767123287671233,1758
"0","0",164.31,"0",92,"0","1","0","0","1","0",11.0246575342466,1.38630136986301,1759
"0","0",560.05,"1",66,"0","1","1","0","0","0",0.789041095890411,0.504109589041096,1765
"0","0",562.35,"0",69,"0","1","1","0","1","0",3.97260273972603,1.71506849315068,1775
"0","0",140,"1",63,"0","1","1","0","0","0",0.780821917808219,0.443835616438356,1776
"0","0",1518,"0",57,"0","1","1","0","1","0",1.78356164383562,0.958904109589041,1777
"0","0",300,"1",66,"0","1","1","0","1","0",2.15616438356164,1.41095890410959,1783
"0","0",660,"0",67,"0","1","0","1","0","0",11.0958904109589,1.43835616438356,1786
"0","0",216.666666666667,"1",60,"0","1","1","0","1","0",0.334246575342466,0.764383561643836,1799
"0","1",933.33,"0",50,"1","1","1","1","1","0",9.96712328767123,2.00547945205479,1811
"0","1",57.1428571428571,"1",12,"0","1","0","0","1","0",3.98082191780822,1.57534246575342,1821
"0","1",298.48,"0",71,"0","1","1","0","1","0",5.08493150684932,0.594520547945205,1825
"0","0",500,"1",50,"1","1","1","1","1","0",0.838356164383562,0.397260273972603,1842
"0","0",84.08,"0",48,"1","0","1","0","1","0",7.49315068493151,1.11232876712329,1845
"0","0",223.57,"0",60,"0","1","1","0","1","0",13.8849315068493,1.0986301369863,1847
"0","0",142.85,"1",40,"0","1","1","0","1","0",13.8821917808219,2.30684931506849,1852
"0","1",338.65,"0",54,"0","1","1","0","1","0",1.91232876712329,0.482191780821918,1855
"0","0",1112.87,"0",66,"0","1","1","0","0","0",6.65479452054795,0.112328767123288,1860
"0","0",300,"1",54,"0","1","1","0","1","0",1.02739726027397,0.232876712328767,1861
"0","0",264.285714285714,"0",50,"0","1","0","0","1","0",5.6986301369863,0.736986301369863,1864
"0","0",210.12,"0",66,"1","1","1","1","0","0",6.33972602739726,0.652054794520548,1874
"0","0",200,"1",55,"1","1","1","1","1","0",3.58356164383562,1,1877
"0","1",342.41,"0",60,"1","1","1","0","1","0",5.81643835616438,0.284931506849315,1878
"0","0",366.66,"0",55,"0","1","1","1","0","0",3.99452054794521,0.150684931506849,1880
"0","0",285.714285714286,"0",63,"0","1","1","0","1","0",1.52876712328767,0.610958904109589,1894
"0","0",1102.58,"1",78,"1","0","1","0","1","0",12.2630136986301,1.44383561643836,1896
"0","0",428.57,"0",84,"0","1","1","0","1","0",2.65205479452055,1.53972602739726,1903
"0","0",200,"1",50,"0","1","0","0","0","0",0.424657534246575,0.536986301369863,1904
"0","0",350,"1",60,"0","1","1","0","0","0",0.378082191780822,0.172602739726027,1909
"1","0",142.75,"0",36,"0","1","0","0","0","0",2.95616438356164,1.10684931506849,1910
"0","0",600.81,"0",60,"0","1","1","0","0","0",0.531506849315069,0.66027397260274,1918
"0","0",857.14,"0",84,"0","1","0","0","1","0",0.263013698630137,0.43013698630137,1919
"0","0",221.7,"0",50,"1","0","1","0","1","0",7.21369863013699,0.0712328767123288,1922
"0","0",600,"0",90,"0","1","1","0","0","0",5.56438356164384,0.854794520547945,1926
"0","0",76.349,"0",52.5,"0","1","1","0","1","0",10.1616438356164,0.0876712328767123,1927
"0","0",303.33,"0",60,"0","1","1","0","0","0",0.956164383561644,0.128767123287671,1955
"0","0",220.68,"1",54,"1","0","1","0","0","0",0.679452054794521,1.83561643835616,1958
"0","0",666.66,"1",50,"1","0","1","0","0","0",0.572602739726027,1.27123287671233,1966
"1","0",334.46,"0",45,"0","1","0","0","1","0",5.12328767123288,0.671232876712329,1968
"0","0",300,"0",60,"0","1","1","0","1","0",9.60547945205479,0.542465753424658,1969
"0","0",1163,"0",73.5,"0","1","1","0","1","0",6.57260273972603,2.34246575342466,1974
"0","1",1000,"0",60,"0","1","0","0","0","0",2.09315068493151,0.287671232876712,1980
"0","0",250,"0",70,"0","1","1","0","0","0",32.2219178082192,0.917808219178082,1990
"0","0",450,"1",66,"1","0","1","0","1","0",13.6520547945205,2.15068493150685,1999
"0","0",1333.33,"1",84,"0","1","1","0","1","0",8.04109589041096,1.7041095890411,2000
"0","0",200,"0",48,"1","0","0","0","0","0",4.15616438356164,0.583561643835616,2005
"0","0",273.86,"1",45,"1","0","0","0","0","0",0.616438356164384,0.419178082191781,2008
"0","0",350,"0",60,"0","1","1","0","0","0",1.76438356164384,0.117808219178082,2012
"0","0",566.66,"0",60,"1","0","1","1","1","0",3.51506849315069,0.616438356164384,2015
"0","0",300,"0",72,"0","1","1","0","0","0",1.69041095890411,0.819178082191781,2016
"1","0",141.84,"0",42,"0","1","0","0","0","0",2.64383561643836,0.745205479452055,2017
"0","0",700,"0",66,"0","1","1","0","1","0",1.83287671232877,0.0136986301369863,2024
"1","0",126.02,"0",40,"0","1","0","0","0","0",6.6,0.194520547945205,2025
"0","0",707.74,"0",72,"0","1","1","0","1","0",1.63835616438356,0.550684931506849,2030
"1","0",206.59,"0",102,"0","1","0","0","0","0",0.263013698630137,0.654794520547945,2031
"0","0",939.9,"0",45,"1","1","1","1","0","0",1.35616438356164,0.164383561643836,2039
"0","0",166.66,"0",40,"0","1","0","0","0","0",3.54246575342466,1.55616438356164,2042
"1","0",104.64,"0",42,"0","1","0","0","0","0",1.04657534246575,1.46027397260274,2049
"0","0",100,"0",48,"0","1","1","1","1","0",7.83013698630137,1.62465753424658,2051
"1","0",167.28,"0",56,"0","1","0","0","0","0",0.180821917808219,1.11506849315068,2072
"0","0",142.857142857143,"0",77,"0","1","1","0","0","0",20.6,0.882191780821918,2077
"0","0",414.285714285714,"0",105,"1","0","1","1","1","0",2.34520547945205,1.17534246575342,2080
"1","0",174.18,"1",55,"0","1","0","0","0","0",0.638356164383562,0.063013698630137,2083
"0","0",533.333333333333,"0",78,"0","1","1","0","0","0",1.58082191780822,0.0958904109589041,2094
"1","0",138.8,"1",45,"0","1","0","0","1","0",0.0465753424657534,2.36438356164384,2096
"0","0",314.285714285714,"0",60,"0","1","1","0","1","0",6.81643835616438,0.457534246575342,2100
"0","0",576.6,"0",30,"0","1","0","0","0","0",2.9013698630137,1.88219178082192,2101
"0","0",133.16,"1",66,"0","1","1","0","1","0",6.86301369863014,0.742465753424657,2105
"0","0",733.333333333333,"0",81,"0","1","1","0","0","0",4.17260273972603,0.216438356164384,2106
"0","0",338.65,"0",54,"0","1","1","0","1","0",3.43013698630137,0.517808219178082,2116
"1","0",167.22,"0",42,"0","1","0","0","0","0",0.232876712328767,0.517808219178082,2123
"0","0",610.93,"0",69,"1","0","1","0","1","0",0.254794520547945,1.42191780821918,2130
"0","0",436,"0",60,"1","1","1","1","1","0",6.01095890410959,0.901369863013699,2131
"0","0",533.333333333333,"0",84,"0","1","1","0","1","0",0.90958904109589,0.654794520547945,2133
"0","0",533.333333333333,"0",84,"0","1","1","0","0","0",0.726027397260274,0.654794520547945,2134
"0","0",750,"1",54,"1","1","1","1","1","0",6.67397260273973,1.78630136986301,2150
"0","1",1634.49,"0",50,"1","0","0","0","0","0",25.8520547945205,0.638356164383562,2151
"0","0",266.67,"0",34,"0","1","0","1","1","0",1.86575342465753,0.841095890410959,2154
"1","0",940.68,"0",54,"1","1","0","0","0","0",2.94794520547945,1.26849315068493,2166
"0","0",171.428571428571,"0",50,"0","1","1","0","1","0",2.89041095890411,0.408219178082192,2173
"1","0",325.3,"0",48,"0","1","0","0","0","0",4.14246575342466,1.35068493150685,2177
"0","0",145.784,"1",52.5,"0","1","1","0","0","0",0.0657534246575342,0.219178082191781,2183
"0","0",1166.66666666667,"0",72,"1","1","1","1","1","0",8.92054794520548,2.38904109589041,2187
"0","1",27518.14,"0",72,"1","1","1","1","1","0",21.4054794520548,0.186301369863014,2198
"1","0",358.8,"0",63,"0","1","0","0","0","0",1.26849315068493,2.98630136986301,2201
"0","0",406.66,"1",65,"1","1","1","1","1","0",1.21095890410959,0.484931506849315,2202
"1","0",139.34,"1",56,"0","1","0","0","0","0",0.49041095890411,0.180821917808219,2203
"0","0",200,"1",55,"1","1","1","1","1","0",0.142465753424658,1.14520547945205,2205
"0","0",833.33,"0",60,"0","1","1","0","1","0",1.94794520547945,1.55342465753425,2219
"1","0",278.7,"1",45,"0","1","0","0","1","0",0.186301369863014,2.47671232876712,2225
"0","0",428.57,"0",40,"1","0","1","0","1","0",12.041095890411,2.26027397260274,2230
"0","0",720,"1",72,"0","1","1","0","0","0",2.30958904109589,1.87671232876712,2258
"0","0",233.82,"1",45,"0","1","0","0","0","0",2.75068493150685,0.0246575342465753,2266
"0","0",597.23,"0",77,"0","1","1","1","1","0",3.33972602739726,1.52876712328767,2268
"0","0",285.71,"1",60,"0","1","1","0","0","0",0.150684931506849,0.0191780821917808,2271
"0","0",1586.14,"1",112,"1","1","1","1","1","0",3.20547945205479,1.55616438356164,2274
"1","0",248.75,"0",48,"0","1","0","0","0","0",3.7041095890411,0.90958904109589,2284
"1","0",133.78,"0",48,"0","1","0","0","1","0",0.501369863013699,2.31780821917808,2285
"0","1",214.28,"1",69,"0","1","0","0","0","0",0.224657534246575,0.947945205479452,2289
"0","0",233.33,"0",60,"0","1","1","0","1","0",0.232876712,1.66027397260274,2337
