"lt.convenio.df.tipo_de_abogado","lt.convenio.df.giro_empresa","lt.convenio.df.trab_base","lt.convenio.df.acci_on_principal","lt.convenio.df.causa","lt.convenio.df.sueldo_diario_integrado","lt.convenio.df.gen","lt.convenio.df.horas","lt.convenio.df.reinstalacion_t","lt.convenio.df.indem_const_t","lt.convenio.df.sal_caidos_t","lt.convenio.df.rec_hr_extra","lt.convenio.df.rec_20_d_ias_t","lt.convenio.df.sarimssinfo","lt.convenio.df.y","lt.convenio.df.cod_imss","lt.convenio.df.antig_anos","lt.convenio.df.id"
"1","1","0","2","0",86.45,"0",66,"0","1","1","0","0","0",5000,"0",0.956164383561644,1933
"0","3","0","1","0",810.1,"1",78,"1","1","1","1","1","1",70000,"0",15.5150684931507,1934
"0","5","0","2","0",260,"0",72,"0","1","1","1","0","0",30000,"0",5.06301369863014,1935
"0","3","0","2","0",291,"0",48,"0","1","1","1","0","1",13500,"0",0.350684931506849,1936
"0","4","0","2","0",240.67,"0",60,"0","1","1","1","0","1",100000,"0",0.575342465753425,1938
"0","2","0","1","0",187.42,"0",55,"1","1","1","0","1","1",22999.81,"0",0.405479452054795,1939
"1","1","0","2","0",90.13,"1",55,"0","1","1","0","0","0",13500,"0",0.252054794520548,1940
"0","1","0","1","0",3200,"0",40,"1","1","1","0","0","1",14000,"0",14.9315068493151,1942
"0","1","0","2","0",250,"0",66,"0","1","1","1","0","1",18500,"0",0.93972602739726,1943
"0","2","0","1","0",321.428571428571,"0",58,"1","0","1","0","1","0",12000,"0",1.52602739726027,1944
"1","1","0","2","0",126.85,"1",54,"0","1","1","1","0","0",8000,"0",1.23013698630137,1945
"0","5","0","2","0",542.857142857143,"0",66,"0","1","1","1","0","0",50000,"0",15.1287671232877,1946
"0","2","0","2","0",266.666666666667,"0",60,"0","1","1","1","0","0",7000,"0",0.904109589041096,1947
"0","2","1","1","0",741.8,"1",56,"1","1","1","1","1","0",10000,"0",12.5178082191781,1949
"0","1","0","1","0",233.28,"0",54,"1","1","1","1","1","1",30000,"0",2.38356164383562,1950
"0","3","0","2","0",266.66,"0",60,"0","1","1","1","0","0",10000,"0",0.958904109589041,1951
"0","5","1","1","0",580.98,"1",50,"1","0","1","0","1","1",55325,"0",1.64383561643836,1952
"0","3","0","2","0",166.66,"1",48,"0","1","1","0","0","0",5000,"0",1.31232876712329,1954
"0","2","0","2","0",164.24,"1",18.5,"0","1","1","0","0","0",9500,"0",0.419178082191781,1956
"1","3","0","2","0",87.11,"1",30,"0","1","1","0","0","0",4000,"0",0.994520547945206,1957
"0","3","0","2","0",253.33,"0",84,"0","1","1","1","0","1",11000,"0",1.42739726027397,1959
"0","3","0","1","0",610,"1",60,"1","0","1","1","1","1",15500,"0",0.504109589041096,1960
"0","2","0","1","0",756.78,"1",58,"1","1","1","1","1","1",130000,"0",25.5397260273973,1961
"0","3","0","1","0",315.39,"1",48,"1","0","1","0","0","0",9000,"0",1.21095890410959,1963
"0","3","0","2","0",300,"1",48,"0","1","1","1","0","1",16000,"0",1.06849315068493,1965
"0","5","0","1","0",336.666666666667,"0",66,"1","1","1","1","1","1",50000,"0",4.64383561643836,1967
"0","1","0","2","0",300,"0",60,"0","1","1","1","0","0",7500,"0",0.504109589041096,1970
"0","3","0","2","0",320.31,"1",48,"0","1","1","0","0","0",18000,"0",3.26849315068493,1971
"0","1","0","2","0",446.33,"0",66,"0","1","1","1","0","0",9000,"0",0.46027397260274,1973
"0","3","0","2","0",142.32,"1",36,"0","1","1","0","0","0",11500,"0",1.8027397260274,1975
"0","2","0","1","0",285.71,"0",66,"1","0","1","1","0","1",8000,"0",0.536986301369863,1976
"0","1","0","2","0",240.88,"1",66,"0","1","1","1","0","0",12500,"0",0.789041095890411,1979
"0","3","0","2","0",911.73,"1",45,"0","1","1","1","0","1",40000,"0",0.378082191780822,1981
"0","1","1","2","0",800,"0",60,"0","1","1","1","0","0",30000,"0",2.86849315068493,1983
"0","2","0","1","0",371,"0",42,"1","0","1","0","0","1",5000,"0",0.213698630136986,1984
"1","1","0","2","0",161.32,"1",28,"0","1","1","0","0","0",5000,"0",0.161643835616438,1987
"0","1","0","2","0",350,"0",66,"0","1","1","1","0","0",5000,"0",3.87945205479452,1988
"0","11","0","2","0",300,"0",72,"0","1","1","1","0","0",17000,"0",5.33424657534247,1989
"1","5","0","2","0",359.17,"0",42,"0","1","1","0","0","1",10000,"0",20.386301369863,1991
"0","1","0","2","0",227.5,"1",42.5,"0","1","1","0","0","0",34000,"0",8.06301369863014,1997
"1","3","0","2","0",273.42,"0",48,"0","1","1","0","0","0",22000,"0",3.15342465753425,1998
"0","4","0","2","0",300,"0",60,"0","1","1","1","1","0",110000,"0",32.5260273972603,2001
"0","8","0","1","0",732.34,"0",55,"1","0","1","1","0","1",45000,"0",0.501369863013699,2002
"0","1","0","2","0",350,"0",66,"0","1","1","1","0","0",6000,"0",2.13150684931507,2003
"1","4","0","2","0",118.56,"1",48,"0","1","1","1","0","0",25000,"0",9.04657534246575,2004
"0","7","0","1","0",141.36,"0",39,"1","0","1","0","0","0",10000,"0",1.92054794520548,2007
"0","1","0","1","0",1550,"1",60,"1","0","1","1","0","0",10000,"0",0.682191780821918,2009
"0","2","0","2","0",162.8,"1",58,"0","1","1","1","0","0",8000,"0",1.2027397260274,2010
"0","3","0","1","0",216.66,"1",60,"1","0","1","1","0","0",70000,"0",0.56986301369863,2011
"0","3","1","2","0",279.07,"1",40,"0","1","1","0","0","0",30000,"0",2.41095890410959,2013
"0","3","0","1","0",446.33,"0",78,"1","1","1","1","0","0",15000,"0",2.33972602739726,2014
"0","1","0","1","0",584,"0",66,"1","1","1","1","1","0",25000,"0",4.54794520547945,2023
"0","1","0","2","0",78.55,"1",40,"0","1","1","0","0","1",7000,"0",0.871232876712329,2026
"0","3","0","2","0",800,"1",60,"0","1","1","1","0","1",300000,"0",1.0986301369863,2032
"1","3","0","2","0",78.38,"1",50,"0","1","1","0","0","0",19000,"0",1.46027397260274,2036
"0","2","0","2","0",290,"1",66,"0","1","1","1","0","0",20000,"0",14.3753424657534,2037
"0","1","0","1","0",408.41,"1",50,"1","0","1","0","0","0",75000,"0",11.7945205479452,2038
"0","4","0","1","0",1277.39,"0",60,"1","0","0","1","0","1",60000,"0",0.394520547945205,2040
"0","1","0","2","0",350,"1",48,"0","1","1","0","0","1",6000,"0",0.394520547945205,2041
"1","3","0","2","0",225.57,"0",60,"0","1","1","0","0","0",9000,"0",1.2986301369863,2043
"0","1","0","2","0",106.666666666667,"0",84,"0","1","1","1","0","1",7500,"0",0.10958904109589,2044
"0","3","0","2","0",378.47,"0",48,"0","1","1","1","0","0",16000,"0",0.980821917808219,2045
"0","6","0","1","0",1356.81,"1",66,"1","1","1","1","1","0",200000,"0",3.90958904109589,2046
"1","1","1","2","0",104.52,"1",48,"0","1","1","0","0","0",6000,"0",0.624657534246575,2047
"0","1","0","2","0",100,"0",36,"0","1","1","0","0","0",7000,"0",0.602739726027397,2048
"1","2","0","2","0",661.9,"0",57,"0","1","1","0","0","0",25000,"0",0.610958904109589,2050
"0","6","0","2","0",333.333333333333,"0",52.5,"0","1","1","1","0","0",30000,"0",0.120547945205479,2052
"0","7","0","2","0",285.714285714286,"0",72,"0","1","1","1","1","1",17000,"0",2.5041095890411,2053
"0","2","0","1","0",406.01,"0",54,"1","1","1","1","1","1",45000,"0",10.7917808219178,2054
"0","6","0","1","0",909.070666666667,"0",47.5,"1","1","1","1","1","1",85411.56,"0",6.09041095890411,2055
"0","7","0","2","0",164.24,"1",63,"0","1","1","1","0","0",6000,"0",0.175342465753425,2059
"0","5","0","2","0",533.333333333333,"0",72,"0","1","1","1","0","1",8000,"0",0.150684931506849,2060
"0","1","0","1","0",191.072666666667,"0",72,"1","1","0","1","1","0",5000,"0",1.0958904109589,2061
"0","1","1","2","0",250,"1",63,"0","1","1","1","0","1",20000,"0",3.53972602739726,2062
"1","3","0","2","0",478.63,"0",47.5,"0","1","1","0","0","1",27000,"0",1.03835616438356,2065
"0","3","0","2","0",339.46,"0",45,"0","1","1","0","0","0",15000,"0",1.21369863013699,2066
"0","6","0","1","0",1534.04,"1",45,"1","1","1","0","1","0",175000,"0",5.11506849315068,2067
"0","1","0","2","0",73.1428571428571,"0",45,"0","1","1","0","1","1",24375,"0",13.7013698630137,2068
"0","1","0","2","0",398,"1",69,"0","1","1","1","0","0",25000,"0",1.66301369863014,2069
"1","1","0","2","0",348.38,"1",45,"0","1","1","0","0","0",25000,"0",0.0821917808219178,2070
"1","3","0","2","0",202.63,"0",66,"0","1","1","0","0","0",13000,"0",0.471232876712329,2071
"0","3","0","1","0",210,"0",48,"1","0","1","1","0","1",10000,"0",0.917808219178082,2073
"0","3","0","2","0",2209.92,"0",37.5,"0","1","1","0","0","0",45000,"0",0.868493150684931,2074
"0","3","1","2","0",236,"1",60,"0","1","1","1","0","1",25000,"0",8.72054794520548,2075
"0","2","0","2","0",214.285714285714,"0",54,"0","1","1","0","0","0",2000,"0",7.81917808219178,2076
"0","3","0","1","0",333.333333333333,"0",77,"1","0","0","0","1","0",30000,"0",2.97260273972603,2078
"1","3","0","2","0",226.44,"0",45,"0","1","1","0","0","0",15000,"0",0.712328767123288,2079
"0","6","0","2","0",646.22,"1",72,"0","1","1","1","0","1",15000,"0",0.734246575342466,2081
"0","6","0","2","0",466.19,"1",72,"0","1","1","1","0","1",15000,"0",0.723287671232877,2082
"0","7","1","2","0",305.5,"1",45,"0","1","1","0","1","0",70498.54,"0",4.94246575342466,2084
"0","3","0","2","0",150,"1",60,"0","1","1","1","0","0",15000,"0",1.10684931506849,2086
"0","1","0","1","0",201.17,"0",54,"1","1","1","1","1","1",9150,"0",0.547945205479452,2087
"1","3","0","2","0",257.8,"0",50,"0","1","1","0","0","0",12000,"0",1.84383561643836,2088
"0","1","0","1","0",418.07,"0",64,"1","1","1","1","0","0",18000,"0",0.104109589041096,2090
"0","1","0","2","0",151.3,"1",48,"0","1","1","1","0","1",12129,"0",1.76712328767123,2091
"0","1","0","2","0",310,"0",54,"0","1","1","1","0","0",3000,"0",4.34246575342466,2092
"0","1","0","2","0",314.19,"1",68.5,"0","1","1","1","0","0",20000,"0",4.4,2093
"0","2","0","2","0",328.571428571429,"0",63,"0","1","1","1","0","0",8000,"0",0.43013698630137,2095
"0","3","0","2","0",482.22,"0",54,"0","1","1","1","0","0",75000,"0",5.58356164383562,2097
"0","1","0","1","0",904.44,"0",57,"1","1","1","1","1","0",49000,"0",6.96164383561644,2098
"0","5","0","2","0",123.93,"1",54,"0","1","1","1","0","0",8700,"0",2.12602739726027,2099
"0","6","0","2","0",444.8,"0",60,"0","1","1","1","0","0",18000,"0",2.17260273972603,2102
"0","1","0","2","0",141.104,"0",48,"0","1","1","0","0","1",4000,"0",5.10684931506849,2103
"0","2","0","1","0",233.333333333333,"0",58.5,"1","1","1","1","1","1",55000,"0",5.33698630136986,2104
"1","1","0","2","0",97.16,"1",48,"0","1","1","0","0","0",4000,"0",0.364383561643836,2107
"0","1","0","2","0",266.66,"1",32.5,"0","1","1","0","0","1",30000,"0",0.761643835616438,2108
"0","1","0","1","0",351.64,"1",52.5,"1","1","1","0","1","0",120000,"0",10.7260273972603,2109
"0","3","0","1","0",233.333333333333,"0",60,"1","1","1","1","1","0",11000,"0",0.698630136986301,2110
"0","1","0","2","0",200,"0",66,"0","1","1","1","0","1",13000,"0",1.8027397260274,2111
"0","5","0","2","0",234.28,"0",49,"0","1","1","1","0","0",9500,"0",0.764383561643836,2112
"1","3","0","2","0",211.36,"0",45,"0","1","1","0","0","0",52000,"0",0.372602739726027,2113
"0","1","0","1","0",418.08,"1",40,"1","1","1","0","0","0",30000,"0",0.632876712328767,2114
"1","3","0","2","0",263.71,"1",45,"0","1","1","0","0","0",18000,"0",5.56438356164384,2115
"1","1","0","2","0",78.93,"0",54,"0","1","1","0","0","0",3000,"0",2.87397260273973,2118
"1","3","0","2","0",158.72,"0",30,"0","1","1","0","0","0",11500,"0",1.21643835616438,2119
"1","3","0","2","0",116.33,"0",42,"0","1","1","0","0","0",11001,"0",0.372602739726027,2120
"0","1","0","2","0",261.45,"0",60,"0","1","1","1","0","0",4500,"0",0.0849315068493151,2121
"0","3","0","2","0",110,"0",84,"0","1","1","0","0","1",6000,"0",0.336986301369863,2122
"1","1","0","2","0",232.64,"1",48,"0","1","1","0","0","0",5000,"0",3.33972602739726,2124
"0","2","0","2","0",382.05,"0",63,"0","1","1","1","0","1",15000,"0",13.4246575342466,2125
"0","5","0","2","0",171.42,"0",50,"0","1","1","1","1","0",14000,"0",1.12876712328767,2127
"0","7","0","2","0",500,"1",60,"0","1","1","1","0","0",4000,"0",0.150684931506849,2129
"0","1","0","1","0",496.13,"1",56,"1","1","1","1","1","1",16412,"0",1.4986301369863,2132
"0","3","0","2","0",533.333333333333,"0",84,"0","1","1","1","0","1",11000,"0",1.95068493150685,2135
"0","7","0","1","0",460.26,"1",62.5,"1","1","1","1","1","1",3000,"0",0.471232876712329,2136
"0","7","0","1","0",323.31,"1",62.5,"1","1","1","1","1","1",3000,"0",0.205479452054795,2137
"0","7","1","1","0",460.26,"1",62.5,"1","1","1","1","1","1",3000,"0",0.0602739726027397,2138
"0","6","0","2","0",213.34,"0",60,"0","1","1","1","0","0",13000,"0",1.16164383561644,2142
"0","5","1","2","0",347.56,"0",66,"0","1","1","1","0","0",18000,"0",4.70684931506849,2143
"0","1","1","1","0",570,"1",60,"1","0","1","1","0","1",75000,"0",2.00821917808219,2144
"0","1","1","1","0",570,"0",60,"1","0","1","1","0","1",75000,"0",0.813698630136986,2145
"0","7","0","2","0",233.33,"1",54,"0","1","1","1","0","0",13500,"0",3.27123287671233,2148
"0","6","0","1","0",183.66,"0",45,"1","1","1","0","1","1",20000,"0",4.50684931506849,2149
"0","1","0","2","0",1000,"1",60,"0","1","1","1","0","1",50000,"0",4.08219178082192,2153
"0","1","0","2","0",642.82,"0",66,"0","1","1","1","0","1",8000,"0",7.5972602739726,2156
"1","3","0","2","0",95.09,"0",60,"0","1","1","0","0","0",8000,"0",0.383561643835616,2157
"1","1","0","2","0",87.09,"0",50,"0","1","1","0","0","0",3000,"0",0.205479452054795,2158
"0","1","0","2","0",134.17,"0",56,"0","1","1","0","0","1",9000,"0",0.271232876712329,2159
"0","1","0","2","0",694.17,"1",65,"0","1","1","1","0","1",36000,"0",4.24657534246575,2161
"0","5","0","2","0",446.428571428571,"0",60,"0","1","1","1","0","1",16500,"0",2.25753424657534,2162
"1","3","0","2","0",104.51,"1",36,"0","1","1","0","0","1",6000,"0",0.2,2163
"0","1","0","2","0",178.571428571429,"0",91,"0","1","1","1","0","0",1500,"0",2.48219178082192,2164
"0","7","0","2","0",183.33,"0",61,"0","1","1","1","0","1",14256.45,"0",2.32602739726027,2165
"0","7","0","1","0",723.29,"0",62.5,"1","1","1","0","1","1",32000,"0",5.20821917808219,2168
"0","7","0","1","0",215.04,"0",72,"1","1","1","1","1","1",24535,"0",2.63013698630137,2169
"0","7","0","2","0",400,"0",72,"0","1","1","1","0","0",17000,"0",1.60821917808219,2170
"0","5","0","2","0",350,"0",78,"0","1","1","1","0","1",6000,"0",0.389041095890411,2172
"0","7","0","2","0",300,"0",52.5,"0","1","1","0","0","1",25000,"0",7.95890410958904,2174
"1","1","0","2","0",206.62,"0",45,"0","1","1","0","0","0",7500,"0",8.5041095890411,2175
"1","3","0","2","0",100.11,"0",36,"0","1","1","0","0","0",4200,"0",0.410958904109589,2176
"0","1","0","2","0",164.47,"0",54,"0","1","0","0","0","0",15000,"0",3.63835616438356,2178
"0","3","0","2","0",153.33,"1",47.5,"0","1","1","1","0","0",12000,"0",2.4958904109589,2179
"1","3","0","2","0",345.15,"1",57.5,"0","1","1","1","0","0",5000,"0",0.276712328767123,2180
"0","1","0","2","0",333.33,"1",60,"0","1","1","1","0","1",21000,"0",4.33698630136986,2181
"0","6","0","1","0",606.2,"0",66,"1","1","1","1","1","1",80000,"0",6.70684931506849,2182
"0","3","0","2","0",146.66,"0",72,"0","1","1","1","0","1",10500,"0",1.27397260273973,2184
"0","1","0","2","1",106.22,"0",40,"0","1","1","1","0","1",10000,"0",4.08767123287671,2185
"0","1","0","2","0",116.666666666667,"1",60,"0","1","1","1","0","0",5500,"0",0.895890410958904,2186
"1","3","0","2","0",210.2,"1",42,"0","1","1","0","0","0",20000,"0",2.96164383561644,2199
"0","6","0","1","0",1203,"0",60,"1","1","1","1","1","1",35000,"0",0.926027397260274,2200
"1","3","0","2","0",279.99,"0",45,"0","1","1","0","0","0",4000,"0",3.41917808219178,2204
"0","5","0","2","0",159.85,"0",72,"0","1","1","1","0","1",8000,"0",0.805479452054795,2207
"0","1","0","2","0",104.166666666667,"0",72,"0","1","1","0","1","0",35000,"0",20.0575342465753,2209
"0","1","0","1","0",305,"0",70,"1","1","1","1","0","1",25000,"0",8.56986301369863,2210
"0","1","0","2","0",228.571428571429,"0",54,"0","1","1","1","0","0",15000,"0",-4.74794520547945,2211
"1","1","0","2","0",76.84,"0",60,"0","1","1","0","0","0",4500,"0",3.04109589041096,2213
"0","6","0","1","0",297.11,"1",42,"1","1","0","1","1","0",30000,"0",3.69315068493151,2214
"0","1","0","1","0",1066.67,"0",54,"1","1","1","1","1","1",80000,"0",19.3232876712329,2215
"0","1","0","1","0",1177.67,"0",72,"1","0","1","1","0","1",12000,"0",0.432876712328767,2216
"0","1","0","2","0",250,"0",60,"0","1","1","1","0","1",8000,"0",4.26301369863014,2217
"1","3","0","2","0",591.1,"0",47.5,"0","1","1","0","0","0",18000,"0",0.0821917808219178,2220
"0","5","0","1","0",389.2,"0",77,"1","0","1","1","0","0",17000,"0",8.21095890410959,2221
"0","6","0","2","0",333.33,"0",46.25,"0","1","1","1","0","1",23000,"0",0.117808219178082,2222
"0","2","0","1","0",226.2,"0",54,"1","1","1","1","1","0",43358,"0",13.0301369863014,2223
"0","1","0","1","0",690,"0",78,"1","1","1","1","1","1",100600,"0",20.1013698630137,2224
"0","11","0","2","0",100,"0",72,"0","1","1","1","0","0",5000,"0",1.73424657534247,2226
"0","3","0","2","0",370,"0",57,"0","1","1","1","0","0",17000,"0",1.28493150684932,2231
"0","3","0","2","0",266.67,"0",50,"0","1","1","0","0","1",14113.35,"0",5.31506849315068,2232
"0","3","0","2","0",466.67,"0",66,"0","1","1","1","0","1",19000,"0",2.06027397260274,2233
"0","2","0","2","0",1131.28,"0",42,"0","1","1","1","1","1",232781.26,"0",4.16986301369863,2235
"0","2","0","2","0",620.69,"1",66,"0","1","1","1","0","1",16000,"0",0.219178082191781,2237
"0","4","0","2","0",320,"0",48.5,"0","1","1","0","0","0",5000,"0",1.47945205479452,2239
"1","3","0","2","0",162.98,"0",60,"0","1","1","0","0","0",9500,"0",2.29315068493151,2241
"0","2","0","2","0",500,"0",72,"0","1","1","1","0","0",10000,"0",0.372602739726027,2242
"0","3","1","2","0",373.33,"0",69,"0","1","1","1","0","0",10000,"0",1.43287671232877,2245
"0","7","1","2","0",2057.215,"1",69,"0","1","1","1","0","1",500000,"0",1.06027397260274,2247
"0","7","0","2","0",186.66,"0",57.5,"0","1","1","1","0","0",18000,"0",1.49315068493151,2252
"1","10","0","2","0",65.23,"1",50,"0","1","1","1","0","0",25555.18,"0",1.55616438356164,2253
"0","6","0","2","0",202.12,"0",52.5,"1","1","1","0","1","1",20000,"0",3.53972602739726,2257
"0","7","0","2","0",774.48,"0",60,"0","1","1","1","1","0",100000,"0",4.44657534246575,2260
"0","5","0","2","0",171.42,"0",78,"0","1","1","0","1","0",17000,"0",1.74520547945205,2265
"0","1","0","2","0",226.66,"0",54,"0","1","1","1","0","1",27000,"0",8.95890410958904,2267
"0","7","0","2","0",219.24,"0",84,"0","1","1","1","0","1",9500,"0",0.183561643835616,2269
"0","2","1","1","0",744.61,"0",72,"1","1","1","1","1","0",18000,"0",1.56438356164384,2272
"1","5","0","2","0",125.42,"1",40,"0","1","1","0","0","0",7500,"0",0.619178082191781,2273
"1","7","0","2","0",312.88,"0",45,"0","1","1","0","0","0",11500,"0",3.90684931506849,2281
"0","3","0","1","0",1433.33,"0",45,"1","0","1","0","0","1",120000,"0",3.27123287671233,2282
"0","1","1","2","0",553.33,"0",52.5,"0","1","1","1","1","0",30000,"0",18.8191780821918,2283
"0","7","0","1","0",634.8,"0",66,"1","0","1","1","0","1",4500,"0",0.197260273972603,2286
"0","5","0","2","0",272.23,"0",54,"0","1","1","1","0","1",11000,"0",2.72876712328767,2287
"0","4","0","2","0",107.85,"0",56,"0","1","1","1","0","1",10000,"0",0.0657534246575342,2288
"0","2","0","2","0",285.71,"0",54.5,"0","1","1","1","0","1",13000,"0",7.55890410958904,2290
"0","3","0","2","0",1030.66,"0",55,"0","1","1","1","0","0",155000,"0",0.843835616438356,2291
"0","3","0","2","0",150,"0",60,"0","1","1","0","0","0",5000,"0",2.22739726027397,2292
"0","3","0","2","0",243,"0",45,"0","1","1","0","0","1",13000,"0",4.57534246575342,2293
"0","3","0","1","0",747,"0",78,"1","1","1","1","1","1",172000,"0",15.758904109589,2294
"0","1","0","2","0",207,"0",60,"0","1","1","1","0","0",5000,"0",0.295890410958904,2295
"0","5","0","1","0",589.18,"0",48,"1","1","1","1","0","1",17000,"0",0.665753424657534,2296
"0","4","0","2","0",253.33,"0",48,"0","1","1","1","0","1",6500,"0",1.24109589041096,2297
"0","2","0","2","0",208.19,"1",39,"0","1","1","1","0","0",16854.8,"0",0.835616438356164,2298
"0","1","1","2","0",116.66,"1",48,"0","1","1","0","0","0",5500,"0",5.27123287671233,2299
"1","3","0","2","0",83.52,"0",36,"0","1","1","0","0","0",2500,"0",0.128767123287671,2300
