"lt.convenio.df.tipo_de_abogado","lt.convenio.df.giro_empresa","lt.convenio.df.trab_base","lt.convenio.df.acci_on_principal","lt.convenio.df.causa","lt.convenio.df.sueldo_diario_integrado","lt.convenio.df.gen","lt.convenio.df.horas","lt.convenio.df.reinstalacion_t","lt.convenio.df.indem_const_t","lt.convenio.df.sal_caidos_t","lt.convenio.df.rec_hr_extra","lt.convenio.df.rec_20_d_ias_t","lt.convenio.df.sarimssinfo","lt.convenio.df.y","lt.convenio.df.cod_imss","lt.convenio.df.antig_anos","lt.convenio.df.id"
"1","3","0","2","0",522.61,"0",45,"0","1","1","0","0","0",27000,"0",0.49041095890411,943
"0","1","0","2","0",170.71,"0",52.5,"0","1","1","0","0","1",2000,"0",4.10958904109589,944
"1","3","0","2","0",253.43,"1",50,"0","1","1","0","0","0",9000,"0",0.194520547945205,950
"0","2","1","2","0",511.9,"1",50,"0","1","1","1","0","0",14000,"0",0.553424657534247,951
"0","1","1","1","0",840.67,"0",66,"1","0","1","1","0","1",7500,"0",1.50684931506849,952
"0","1","0","2","0",340,"1",45,"0","1","1","1","0","0",14500,"0",12.2602739726027,957
"0","10","0","1","0",467,"0",66,"1","0","1","1","0","1",100000,"0",16.027397260274,958
"0","10","0","2","0",183.34,"1",47.5,"0","1","1","0","0","0",3622.5,"0",4.83561643835616,959
"0","2","0","2","0",298.23,"1",66,"0","1","1","1","0","0",10000,"0",10.8602739726027,960
"0","1","1","2","0",250,"1",50,"0","1","1","0","0","0",18050,"0",3.12876712328767,961
"0","3","0","2","0",290,"0",60,"0","1","1","1","0","1",18000.03,"0",6.36986301369863,962
"1","3","0","2","0",180.45,"0",47.5,"0","1","1","0","0","0",12000,"0",0.438356164383562,963
"0","1","0","2","0",874.41,"0",66,"0","1","1","1","0","0",48000,"0",3.63287671232877,964
"0","1","0","1","0",749.23,"1",50,"1","0","1","1","0","1",15000,"0",2.40821917808219,966
"0","1","0","2","0",150,"1",56,"0","1","1","0","0","0",7000,"0",0.29041095890411,968
"1","5","0","2","0",149.3,"0",50,"0","1","1","0","0","0",3150,"0",25.0958904109589,971
"0","1","0","1","0",185.16,"0",50,"1","0","1","1","1","1",13500,"0",1.64931506849315,976
"0","2","0","1","0",176.67,"0",50,"1","0","1","1","0","1",5000,"0",5.43835616438356,978
"1","1","0","2","0",209.04,"0",54,"0","1","1","1","0","0",10000,"0",10.772602739726,979
"0","3","0","2","0",400,"0",72,"0","1","1","1","0","1",14000,"0",0.172602739726027,980
"1","1","0","2","0",179.16,"1",70,"0","1","1","0","0","0",16000,"0",1.06849315068493,982
"0","3","1","1","0",470,"1",44.5,"1","1","1","1","1","1",13000,"0",4.15068493150685,983
"0","3","0","2","0",1482.43,"0",50,"0","1","1","1","0","0",133000,"0",1.84383561643836,984
"1","1","1","2","0",194.86,"0",72,"0","1","1","0","0","0",38000,"0",3.15342465753425,985
"1","3","0","2","0",139.35,"1",36,"0","1","1","0","0","0",7500,"0",0.523287671232877,986
"0","3","0","1","0",726.04,"0",54,"1","1","1","1","0","1",50000,"0",4.37808219178082,989
"0","1","0","2","0",1500,"1",54,"0","1","1","1","0","1",50000,"0",0.120547945205479,991
"0","3","0","2","0",284.3,"0",33.5,"0","1","1","0","1","0",21387,"0",1.32602739726027,992
"1","5","0","2","0",174.41,"1",48,"0","1","1","0","0","0",8000,"0",1.62465753424658,995
"0","1","0","2","0",175.5,"1",70,"0","1","1","1","0","1",3000,"0",3.9041095890411,997
"0","3","1","2","0",350,"0",59,"0","1","1","1","0","0",20000,"0",1.73698630136986,998
"0","10","0","2","0",260,"0",40,"0","1","1","0","0","1",6500,"0",0.495890410958904,999
"1","1","0","2","0",174.47,"0",48,"0","1","1","0","0","0",10000,"0",1.23287671232877,1000
"0","2","1","2","0",500,"1",54,"0","1","1","0","0","1",20000,"0",2.88493150684931,1003
"0","3","0","1","0",216.67,"0",50,"1","0","1","0","0","1",10000,"0",1.43287671232877,1005
"0","6","1","2","0",217.26,"0",54,"0","1","1","0","1","0",18540,"0",2.47397260273973,1006
"0","10","0","2","0",418.34,"1",52.5,"0","1","1","1","1","1",8000,"0",1.16986301369863,1008
"0","7","0","1","0",159.57,"0",60,"1","1","1","1","1","1",15000,"0",7.04657534246575,1012
"0","7","0","2","0",675,"0",54,"0","1","1","1","1","0",5250,"0",3.01369863013699,1013
"0","2","0","2","0",487.22,"1",60,"0","1","1","1","0","1",10000,"0",1.47671232876712,1014
"0","1","0","2","0",461.49,"1",2.25,"0","1","0","1","0","0",10000,"0",4.16164383561644,1015
"0","10","0","2","0",333.333333333333,"1",40,"0","1","0","0","0","0",6000,"0",0.663013698630137,1018
"0","8","0","2","0",1090.65,"1",60,"1","1","1","0","1","1",95000,"0",2.75068493150685,1021
"0","2","0","2","0",470,"1",60,"0","1","1","1","0","0",7000,"0",0.747945205479452,1022
"1","7","0","2","0",122.08,"1",40,"0","1","1","0","0","0",5000,"0",2.0986301369863,1023
"0","4","0","2","0",2500,"0",60,"0","1","1","1","0","1",9000,"0",0.465753424657534,1024
"1","1","0","2","0",104.52,"0",60,"0","1","1","0","0","0",5500,"0",0.361643835616438,1027
"0","10","0","2","0",200,"0",72,"0","1","1","1","0","1",8000,"0",2.73972602739726,1029
"0","7","0","2","0",720,"0",72,"0","1","1","1","0","0",30000,"0",11.5643835616438,1030
"0","7","0","1","0",523.9,"1",54,"1","0","1","1","1","1",32000,"0",4.48219178082192,1032
"0","3","0","2","0",263.92,"1",60,"0","1","1","1","0","0",25000,"0",0.706849315068493,1033
"0","5","0","2","0",342.85,"1",66,"0","1","1","1","0","1",40000,"0",0.928767123287671,1034
"0","3","0","2","0",186.66,"0",60,"0","1","1","1","0","1",10000,"0",2.18904109589041,1035
"0","7","0","2","0",600,"1",60,"0","1","1","1","0","1",30000,"0",1.08767123287671,1041
"0","7","0","1","0",1127.52,"0",60,"1","1","1","1","1","1",330000,"0",10.4767123287671,1042
"0","1","0","1","0",891.428571428571,"0",50,"1","0","1","1","1","1",48500,"0",6.3041095890411,1044
"0","5","0","2","0",133.571428571429,"0",56,"0","1","1","1","1","1",12500,"0",6.2,1045
"1","6","0","2","0",130.4,"0",28,"0","1","1","0","0","0",4000,"0",1.01095890410959,1051
"0","1","0","1","0",705,"0",78,"1","1","1","1","0","1",120000,"0",11.6630136986301,1053
"0","6","0","1","0",994.285714285714,"0",66,"1","1","1","1","1","1",80000,"0",0.865753424657534,1054
"0","6","0","1","0",1750,"0",60,"1","1","1","1","1","1",15000,"0",0.227397260273973,1057
"0","1","0","2","0",200,"0",54,"0","1","1","1","0","0",10000,"0",2.12328767123288,1058
"0","1","0","2","0",200,"0",72,"0","1","1","1","0","1",12000,"0",1.40821917808219,1059
"0","2","0","2","0",928.57,"1",42,"0","1","1","1","0","1",15000,"0",0.575342465753425,1060
"0","6","0","2","0",266.66,"1",40,"0","1","1","1","0","1",11000,"0",4.07671232876712,1061
"0","6","0","2","0",135,"1",54,"0","1","1","1","0","0",13000,"0",2.28493150684932,1062
"0","6","0","2","0",500,"1",60,"0","1","1","1","0","1",10000,"0",0.961643835616438,1063
"0","6","0","2","0",183.333333333333,"1",52.5,"0","1","1","1","0","1",15000,"0",1.25753424657534,1065
"0","6","0","2","0",550,"0",55,"0","1","1","1","1","1",32000,"0",1.60547945205479,1066
"0","5","0","1","0",220,"0",96,"1","1","1","1","0","0",90000,"0",16.8328767123288,1067
"0","1","0","1","0",733.333333333333,"1",55,"1","1","1","1","1","0",50000,"0",2.74520547945205,1070
"0","6","0","2","0",308.33,"0",66,"0","1","1","1","0","1",15900,"0",3.9972602739726,1071
"1","3","1","2","0",223.9,"1",48,"0","1","1","1","0","1",20000,"0",1.83835616438356,1072
"0","5","0","2","0",799.17,"0",76,"0","1","1","1","1","0",8000,"0",1.40821917808219,1079
"1","6","0","2","0",137.6,"0",84,"0","1","1","0","0","0",4000,"0",1.43013698630137,1080
"0","3","0","2","0",198.892,"1",34.1666666666667,"0","1","1","1","0","1",17500,"0",0.780821917808219,1081
"0","1","0","1","0",214.28,"0",54,"1","0","1","1","0","1",15000,"0",2.51506849315069,1082
"0","1","0","2","0",457.142857142857,"0",63,"0","1","1","1","0","1",40000,"0",8.30684931506849,1083
"0","6","0","2","0",11793.32,"0",54,"0","1","1","1","0","0",10000,"0",0.452054794520548,1084
"0","6","0","1","0",196.01,"1",48,"1","0","1","1","0","1",21000,"0",1.82465753424658,1086
"0","7","0","2","0",400,"1",49,"0","1","1","1","0","1",25000,"0",0.33972602739726,1087
"0","3","0","2","0",317.666666666667,"0",48,"0","1","1","1","0","0",23000,"0",1.9041095890411,1089
"1","7","0","2","0",181.27,"1",70,"0","1","1","0","0","1",11500,"0",0.29041095890411,1096
"0","3","0","1","0",499.41,"0",48,"1","1","1","1","0","1",16500,"0",0.772602739726027,1097
"0","6","1","2","0",227,"1",60,"0","1","1","1","0","1",55000,"0",3.3972602739726,1100
"0","2","0","1","0",302.52,"0",72,"1","0","1","0","0","0",3500,"0",1.58356164383562,1101
"0","7","0","1","0",711.666666666667,"0",60,"1","0","1","1","0","1",190000,"0",15.3315068493151,1102
"0","5","0","2","0",300,"0",66,"0","1","1","1","0","1",23000,"0",20.7178082191781,1103
"1","3","0","2","0",473.9,"1",50,"0","1","1","1","0","0",38000,"0",7.98630136986301,1107
"0","3","0","2","0",233,"0",40,"0","1","1","1","0","0",15000,"0",1.67945205479452,1108
"0","5","0","2","0",250,"0",82,"0","1","1","1","0","1",8000,"0",12.1205479452055,1111
"0","3","0","2","0",104.75,"1",60,"0","1","1","1","0","1",5600,"0",0.36986301369863,1112
"1","7","1","1","0",997.64,"0",54,"1","1","1","0","1","0",50000,"0",2.73424657534247,1113
"0","6","0","1","0",700,"1",66,"1","1","1","1","1","1",125000,"0",2.41095890410959,1116
"0","3","0","2","0",162.333333333333,"1",54,"0","1","1","1","0","1",8000,"0",0.550684931506849,1118
"0","3","0","2","0",280,"1",66,"0","1","0","1","0","1",20000,"0",3.66575342465753,1119
"0","2","0","2","0",202.07,"0",54,"0","1","1","0","0","0",9000,"0",3.65753424657534,1121
"1","1","0","2","0",348.39,"0",75,"0","1","1","0","0","0",28000,"0",0.605479452054794,1123
"0","7","0","2","0",266.666666666667,"1",46,"0","1","1","0","1","0",20000,"0",1.05753424657534,1126
"1","3","0","2","0",172.3,"0",48,"0","1","1","0","0","0",8000,"0",0.0931506849315069,1128
"0","6","1","2","0",400,"0",42,"0","1","1","0","0","1",9000,"0",10.7123287671233,1130
"1","1","0","2","0",115.22,"0",40,"0","1","1","0","0","0",12343,"0",4.55068493150685,1135
"0","1","0","2","0",206.2,"0",60,"0","1","1","1","0","1",17500,"0",5.78356164383562,1136
"0","7","0","1","0",1600,"0",50,"1","1","1","1","1","1",200000,"0",10.7095890410959,1137
"0","3","0","2","0",363.68,"1",62,"0","1","0","1","1","0",18500,"0",1.73424657534247,1139
"0","1","0","2","0",214.285714285714,"0",45,"0","1","1","0","0","1",20000,"0",2.61643835616438,1141
"0","1","0","1","0",1000,"0",40,"1","0","1","1","0","1",350000,"0",1.96164383561644,1146
"1","6","0","2","0",289.57,"0",60,"0","1","1","1","0","0",24500,"0",1.64109589041096,1147
"1","6","0","2","0",87.54,"1",45,"0","1","1","0","0","0",6000,"0",5.30684931506849,1151
"1","6","0","2","0",121.94,"1",45,"0","1","1","0","0","0",8000,"0",0.934246575342466,1152
"0","1","0","1","0",1568.61,"0",50,"1","0","1","1","0","0",222056.5,"0",24.5835616438356,1153
"0","6","0","2","0",260,"0",54,"0","1","1","1","1","0",25000,"0",3.64383561643836,1154
"0","2","0","2","0",1233.33333333333,"1",54,"0","1","1","1","0","1",50000,"0",13.2986301369863,1155
"0","4","0","1","0",500,"0",66,"1","1","1","1","1","1",5000,"0",14.7753424657534,1156
"0","2","0","2","0",139.285714285714,"1",90,"0","1","1","0","0","0",25000,"0",3.61917808219178,1157
"0","2","0","2","0",720,"1",72,"0","1","1","1","0","1",14000,"0",1.52054794520548,1158
"0","6","0","2","0",400,"1",59,"0","1","1","1","0","1",20000,"0",4.59452054794521,1165
"0","3","0","1","0",620.73,"1",51,"1","1","1","1","1","1",35000,"0",3.3041095890411,1166
"0","6","0","2","0",1070.66333333333,"1",70,"0","1","0","1","0","0",33000,"0",2.57808219178082,1167
"1","3","0","2","0",117.99,"0",54,"0","1","1","0","0","0",6000,"0",0.479452054794521,1168
"0","6","0","1","0",2922.55,"1",74,"1","1","1","1","1","1",450000,"0",10.3013698630137,1169
"0","3","0","2","0",366.666666666667,"0",72,"0","1","1","1","0","0",28000,"0",5.72328767123288,1170
"0","6","0","2","0",240,"1",58,"0","1","1","1","0","1",15000,"0",1.34520547945205,1171
"0","3","0","2","0",177.832666666667,"1",48,"0","1","0","0","0","0",15000,"0",0.375342465753425,1176
"0","7","0","2","0",200,"1",54,"0","1","1","1","0","0",9000,"0",0.391780821917808,1183
"0","7","0","2","0",166.666666666667,"0",45,"0","1","1","1","0","0",5000,"0",1.22739726027397,1186
"0","3","0","2","0",183.34,"0",55.5,"0","1","1","1","0","1",20000,"0",1.47671232876712,1191
"1","5","0","2","0",209.04,"0",72,"0","1","1","0","0","0",10000,"0",2.13698630136986,1192
"0","7","0","2","0",561.62,"1",55,"0","1","1","1","1","1",33000,"0",2.86301369863014,1195
"0","7","0","2","0",195.65,"0",40,"0","1","1","0","1","0",25000,"0",4.3013698630137,1196
"0","5","0","2","0",350,"1",66,"0","1","1","1","0","0",7000,"0",0.304109589041096,1197
"0","6","0","2","0",524.44,"0",70,"0","1","1","1","0","1",12851.33,"0",2.25205479452055,1198
"0","3","0","1","0",188.53,"1",45,"1","1","1","1","1","1",11933,"0",2.40547945205479,1200
"0","4","0","2","0",233.87,"0",84,"0","1","1","1","1","1",24615.33,"0",3.52328767123288,1201
"0","3","0","2","0",2077.52,"1",66,"0","1","1","1","0","1",195000,"0",0.580821917808219,1202
"1","3","0","2","0",122.29,"1",22,"0","1","1","0","0","0",11395.99,"0",4.32876712328767,1203
"1","3","0","2","0",348.38,"1",45,"0","1","1","0","0","0",4000,"0",0.663013698630137,1205
"0","1","0","2","0",133.33,"1",60,"0","1","1","1","0","0",5000,"0",2.63287671232877,1206
"0","2","0","2","0",1500,"0",66,"0","1","1","1","0","1",60000,"0",3.24657534246575,1207
"0","1","0","2","0",120,"0",66,"0","1","1","1","0","1",10000,"0",2.51506849315069,1208
"0","2","1","2","0",200,"0",50,"0","1","1","0","0","1",8000,"0",0.326027397260274,1209
"0","1","0","1","0",280.81,"0",60,"1","1","1","1","1","1",11000,"0",0.435616438356164,1211
"0","1","0","1","0",300,"1",62,"1","0","1","1","0","1",6500,"0",0.438356164383562,1212
"0","3","0","2","0",242.85,"1",60,"0","1","1","1","0","1",40000,"0",0.879452054794521,1215
"0","1","1","1","0",983.74,"1",60,"1","1","1","1","1","0",198281.35,"0",8.5945205479452,1216
"0","5","0","2","0",144.866,"0",50,"0","1","1","1","0","1",6500,"0",0.345205479452055,1221
"1","3","0","2","0",156.77,"1",48,"0","1","1","0","0","0",13000,"0",0.980821917808219,1224
"0","3","0","2","0",286.23,"0",54,"0","1","1","1","1","1",32501.93,"0",1.73972602739726,1228
"0","7","0","2","0",286,"0",66,"0","1","1","1","1","0",16500,"0",1.44931506849315,1229
"0","1","0","2","0",243.333333333333,"1",48,"0","1","1","1","0","0",37500,"0",5.61643835616438,1230
"0","7","0","2","0",1244.65,"1",63,"0","1","1","1","0","0",140000,"0",3.16438356164384,1231
"0","1","0","2","0",183.32,"0",57,"0","1","1","1","0","1",3700,"0",0.150684931506849,1233
"0","3","0","2","0",300,"0",72,"0","1","1","1","0","0",11000,"0",0.257534246575342,1235
"0","3","0","1","0",314.78,"0",48,"1","1","1","1","1","1",35000,"0",0.194520547945205,1236
"0","2","0","1","0",975,"1",60,"1","0","1","1","0","1",20000,"0",3.32876712328767,1237
"1","3","0","2","0",197.27,"0",40,"0","1","1","0","0","0",22000,"0",5.78082191780822,1238
"1","1","0","2","0",242.93,"0",60,"0","1","1","0","0","0",9000,"0",0.0876712328767123,1239
"0","1","0","2","0",1798.55,"0",42,"0","1","1","0","0","0",180000,"0",4.15068493150685,1240
"0","2","0","2","0",700,"0",66,"0","1","1","1","0","1",50000,"0",4.52054794520548,1241
"0","3","0","2","0",348,"0",70,"0","1","1","1","0","0",39000,"0",1.95068493150685,1244
"0","3","0","1","0",173.33,"1",40,"1","0","1","0","1","0",17000,"0",2.4,1245
"0","5","0","2","0",363.33,"0",61,"0","1","1","1","0","0",30000,"0",10.186301369863,1246
"0","5","0","1","0",273.16,"0",84,"1","1","1","0","1","0",330000,"0",6.58904109589041,1248
"1","3","0","2","0",160.2,"1",54,"0","1","1","0","0","0",6000,"0",0.745205479452055,1249
"0","4","0","2","0",366.66,"0",61,"0","1","1","1","0","0",20560.56,"0",11.8575342465753,1258
"0","2","0","1","0",666.66,"0",66,"1","1","1","1","0","1",47500,"0",6.43287671232877,1260
"1","3","0","2","0",430.05,"0",72,"0","1","1","1","0","0",20000,"0",0.405479452054795,1261
"0","2","0","2","0",2609.33,"0",48,"0","1","1","0","0","0",560000,"0",19.0876712328767,1262
"0","1","0","2","0",200,"0",65.5,"0","1","1","1","0","1",20000,"0",8.85205479452055,1263
"0","3","0","1","0",174.474285714286,"0",60,"1","0","1","1","0","1",6500,"0",7.7041095890411,1264
"0","6","0","2","0",300,"1",77,"0","1","1","1","0","1",8000,"0",0.328767123287671,1267
"0","2","0","1","0",1179.78,"0",66,"1","0","1","1","0","1",25000,"0",1.19452054794521,1270
"0","6","0","2","0",209.86,"1",43.5,"0","1","1","0","0","0",7000,"0",6.56712328767123,1271
"0","2","0","2","0",186.4,"1",60,"0","1","1","0","0","0",32000,"0",1.46301369863014,1272
"0","2","1","2","0",1500,"0",61,"0","1","1","1","0","1",75000,"0",1.06575342465753,1273
"0","2","0","1","0",188.28,"1",40,"1","0","1","1","0","0",125000,"0",12.1917808219178,1275
"0","2","0","2","0",400,"0",72,"0","1","1","1","0","0",12000,"0",6.61095890410959,1276
"0","6","0","1","0",453.85,"1",112,"1","1","1","1","1","1",23000,"0",0.638356164383562,1277
"0","6","0","1","0",226.666666666667,"0",77,"1","1","1","1","0","0",9820,"0",2.59178082191781,1278
"1","2","0","2","0",70.4,"1",48,"0","1","1","0","0","0",7000,"0",9.66575342465753,1280
"1","3","0","2","0",298.7,"0",42,"0","1","1","0","0","0",11500,"0",0.643835616438356,1281
"0","1","0","2","0",85.31,"0",56,"0","1","1","0","0","1",6000,"0",1.17808219178082,1282
"0","2","0","2","0",131.428571428571,"1",45,"0","1","1","1","0","0",30500,"0",10.9506849315068,1284
"0","3","0","2","0",314.05,"0",63,"0","1","1","1","0","1",20000,"0",1.15068493150685,1285
"0","3","0","2","0",401.902857142857,"0",69,"0","1","1","1","0","0",15000,"0",1.21095890410959,1286
"0","1","0","1","0",300,"0",60,"1","0","1","1","0","1",20000,"0",0.0712328767123288,1287
"1","3","0","2","0",264,"0",56,"0","1","1","0","0","0",20600,"0",4.21643835616438,1289
"0","5","0","2","0",850,"0",60,"0","1","1","1","0","0",75000,"0",31.358904109589,1290
"0","7","0","1","0",300,"0",60,"1","1","1","1","1","1",40000,"0",10.5342465753425,1291
"0","6","0","1","0",138.382,"0",36,"1","1","1","0","1","1",17000,"0",3.06027397260274,1292
"0","6","0","2","0",202.333333333333,"1",54,"0","1","1","0","0","0",20000,"0",4.54794520547945,1295
"0","2","0","1","0",1185.82,"1",60,"1","1","1","1","1","0",100000,"0",9.72328767123288,1298
"1","7","0","2","0",175.55,"0",54,"0","1","1","0","0","0",30000,"0",15.3835616438356,1300
"0","6","0","2","0",500,"0",70,"0","1","1","1","0","1",20000,"0",1.46027397260274,1301
"0","3","0","2","0",800,"0",66,"0","1","1","1","0","1",24200,"0",1.02191780821918,1302
"0","5","0","2","0",533.333333333333,"0",84,"0","1","1","1","0","0",8000,"0",0.942465753424658,1303
"0","5","0","1","0",297.61,"0",72.7416666666667,"1","1","1","1","0","1",45000,"0",1.73150684931507,1305
"0","5","0","1","0",605,"0",66,"1","1","1","1","1","0",40000,"0",4.75068493150685,1307
"0","6","0","2","0",1000,"1",72,"0","1","1","1","0","0",20000,"0",1.2958904109589,1309
"1","4","0","2","0",131.65,"0",50,"0","1","1","0","0","0",5000,"0",0.345205479452055,1310
"0","1","0","2","0",292.06,"0",70,"0","1","1","1","1","1",12000,"0",1.06027397260274,1311
"0","1","0","2","0",204,"0",72,"0","1","1","1","0","0",8000,"0",2.15342465753425,1315
"0","3","0","1","0",228.433333333333,"0",40,"1","0","1","0","0","1",19100,"0",0.961643835616438,1318
"0","1","0","2","0",374.866666666667,"0",49,"0","1","1","1","0","1",15000,"0",2.98356164383562,1319
"0","6","0","2","0",183.333333333333,"1",69,"0","1","1","1","0","0",6500,"0",7.28219178082192,1320
"0","3","0","2","0",266.66,"0",66,"0","1","1","1","0","0",15600,"0",1.24657534246575,1324
"0","1","0","1","0",174.5,"1",63,"1","1","1","1","0","1",12000,"0",2.5041095890411,1325
"0","3","0","2","0",433.33,"0",55,"0","1","1","1","0","0",50000,"0",7.16712328767123,1327
"0","5","0","2","0",483.33,"0",60,"0","1","1","1","0","0",12000,"0",1.15890410958904,1328
"1","3","0","2","0",222.21,"0",48,"0","1","1","0","0","0",5000,"0",6.28767123287671,1329
"0","1","0","1","0",390,"0",60,"1","1","1","1","1","1",11000,"0",0.487671232876712,1330
"1","1","0","2","0",104.52,"0",48,"0","1","1","0","0","0",1500,"0",0.213698630136986,1333
"1","1","0","2","0",261.03,"0",63,"0","1","1","0","0","0",15000,"0",11.5917808219178,1336
"0","3","0","2","0",312.49,"1",50,"0","1","1","1","0","0",11000,"0",2.57260273972603,1337
"0","2","0","2","0",338.76,"0",60,"0","1","1","1","0","1",4000,"0",0.446575342465753,1339
"0","1","0","2","0",278.54,"0",60,"0","1","1","1","0","0",12000,"0",4.52328767123288,1340
"1","3","0","2","0",148.57,"0",48,"0","1","1","0","0","0",9000,"0",0.920547945205479,1341
"1","3","0","2","0",104.64,"1",48,"0","1","1","0","0","0",9000,"0",2.29315068493151,1343
"1","4","0","2","0",94.05,"0",57,"0","1","1","0","0","0",5000,"0",0.26027397260274,1344
"0","3","0","1","0",591.45,"1",60,"1","1","1","1","1","1",70015.3,"0",4.11780821917808,1350
"0","3","0","2","0",316.66,"0",66,"0","1","1","1","0","1",7000,"0",5.00821917808219,1351
"0","2","0","2","0",186.66,"0",84,"0","1","1","1","0","0",22500,"0",8.75616438356164,1352
"0","2","0","1","0",1000,"0",78,"1","0","1","0","0","0",70000,"0",1.83835616438356,1353
"0","1","0","1","0",602,"0",42,"1","1","1","1","1","1",50007.31,"0",4.60821917808219,1357
"0","1","0","2","0",562.66,"0",60,"0","1","1","1","0","1",75000,"0",6.12328767123288,1358
"0","5","0","2","0",233.33,"0",60,"0","1","1","1","0","1",42500,"0",20.2493150684931,1359
"0","5","0","1","0",446.33,"0",72,"1","1","1","1","1","0",14300,"0",4.46027397260274,1360
"0","3","0","2","0",144.47,"1",48,"0","1","1","0","0","0",13000,"0",1.25205479452055,1362
"0","1","0","2","0",153.84,"0",48,"0","1","1","0","0","0",6500,"0",0.980821917808219,1363
"0","3","1","2","0",250,"1",52.5,"0","1","1","1","0","0",12000,"0",0.879452054794521,1364
"0","2","0","1","0",628.16,"1",52.5,"1","1","1","0","0","0",50000,"0",0.778082191780822,1367
"0","7","0","1","0",1508.19,"0",60,"1","0","1","1","0","1",25000,"0",0.8,1368
"0","2","0","1","0",714.8,"1",66,"1","1","1","1","1","1",28000,"0",1.03835616438356,1369
"0","1","0","1","0",285.714285714286,"0",51,"1","1","1","1","1","1",12000,"0",1.90958904109589,1370
"0","10","0","2","0",83.33,"1",24,"0","1","1","0","1","0",6000,"0",1.04383561643836,1371
"0","3","0","2","0",247.45,"0",63,"0","1","1","1","0","0",21000,"0",2.26849315068493,1372
"0","2","0","1","0",1000,"0",60,"1","1","1","1","1","1",25000,"0",14.4575342465753,1373
"0","10","0","1","0",669.82,"1",72,"1","1","1","1","1","0",17500,"0",3.25205479452055,1374
"0","10","0","1","0",669.82,"1",72,"1","1","1","1","1","0",17500,"0",2.83287671232877,1375
"0","2","0","1","0",1801.13,"0",60,"1","1","1","1","0","1",250000,"0",10.841095890411,1376
"0","3","0","2","0",284.27,"0",81,"0","1","1","1","0","0",13000,"0",1.77534246575342,1377
"0","1","0","2","0",285.71,"0",59.5,"0","1","1","1","0","1",206737.24,"0",2.29315068493151,1378
"0","2","0","1","0",1000,"1",66,"1","1","1","1","1","1",35000,"0",1.08493150684932,1382
"0","3","0","1","0",488.82,"0",64,"1","1","1","1","1","0",38000,"0",1.08493150684932,1383
"0","4","0","1","0",320,"0",63,"1","1","1","1","1","0",19000,"0",4.52054794520548,1384
"0","4","0","1","0",320,"0",63,"1","1","1","1","1","0",17000,"0",3.95890410958904,1385
"1","1","0","2","0",174.29,"0",60,"0","1","1","1","0","1",10000,"0",0.156164383561644,1386
"0","5","0","2","0",150,"1",54,"0","1","1","0","0","1",12000,"0",1.68767123287671,1388
"0","4","0","2","0",214.33,"0",126,"0","1","1","1","0","0",10000,"0",15.6164383561644,1389
"0","1","0","2","0",447.5,"1",61,"0","1","1","1","1","1",19000,"0",1.92054794520548,1390
"0","2","0","1","0",535.52,"0",54.5,"1","1","1","1","0","1",28000,"0",5.28767123287671,1392
"0","2","0","2","0",269,"1",60,"0","1","1","1","0","1",10000,"0",6.79178082191781,1394
"0","4","0","2","0",171.42,"0",45,"0","1","1","0","0","0",6034.69,"0",0.010958904109589,1395
"0","3","0","2","0",142.85,"0",66,"0","1","1","1","0","1",18000,"0",5.27945205479452,1399
"0","1","0","1","0",957,"0",60,"1","0","1","1","0","1",40000,"0",9.13972602739726,1400
"0","1","0","1","0",320,"0",60,"1","1","1","1","1","0",9000,"0",0.780821917808219,1402
"0","3","0","1","0",445.21,"1",64,"1","1","1","1","1","0",20000,"0",0.827397260273973,1406
"0","1","0","2","0",360,"0",66,"0","1","1","1","0","0",13000,"0",12.5095890410959,1407
"0","2","0","1","0",500,"0",60,"1","1","1","1","1","1",50000,"0",7.33972602739726,1408
"0","1","0","2","0",198.73,"0",66,"0","1","1","1","1","1",12000,"0",2.51232876712329,1409
"1","1","0","2","0",122.43,"0",50,"0","1","1","0","0","0",6000,"0",5.54520547945206,1410
"0","1","0","2","0",131.26,"1",47.5,"0","1","1","0","0","1",7000,"0",0.704109589041096,1411
"0","8","0","2","0",185,"1",56,"0","1","1","0","0","0",5000,"0",0.473972602739726,1414
"1","7","0","2","0",79.6,"0",75,"0","1","1","0","0","0",4500,"0",0.473972602739726,1415
"0","5","0","2","0",220,"0",54,"0","1","1","0","0","1",35000,"0",10.1698630136986,1418
"0","9","0","2","0",1309.43,"0",45,"0","1","1","0","0","0",150000,"0",5.7013698630137,1419
"0","8","0","2","0",413.33,"0",60,"0","1","1","1","0","0",10000,"0",0.991780821917808,1420
"0","7","0","1","0",2533.33,"1",60,"1","1","1","1","0","1",5000,"0",0.213698630136986,1424
"0","2","0","2","0",266.66,"0",72,"0","1","1","1","0","0",35000,"0",26.6109589041096,1430
"0","7","0","2","0",650,"0",72,"0","1","1","1","1","0",36500,"0",1.71780821917808,1431
"0","7","0","2","0",133.33,"0",78,"0","1","1","0","0","1",10000,"0",4.70958904109589,1432
"0","7","0","1","0",366.09,"1",48,"1","1","1","1","1","1",59991,"0",5.80821917808219,1436
"0","3","0","1","0",220,"1",42,"1","0","1","0","1","0",3500,"0",0.446575342465753,1437
"0","3","0","1","0",259.94,"0",77,"1","0","1","1","1","0",10000,"0",3.09315068493151,1438
